Acartia tonsa
Acipenser baerii
Acipenser gueldenstaedtii
Acipenser ruthenus
Acipenser stellatus
Acorus calamus
Acridotheres ginginianus
Acrochaetium catenulatum
Acrochaetium densum
Aedes aegypti
Aedes atropalpus
Aedes flavopictus
Aedes japonicus
Agardhiella subulata
Aix galericulata
Alcyonidium condylocinereum
Alexandrium leei
Alexandrium tamarense
Alitta virens
Alopochen aegyptiaca
Amathia gracilis
Amathia imbricata
Amazonetta brasiliensis
Ameiurus melas
Ameiurus nebulosus
Ammothea hilgendorfi
Amphibalanus amphitrite
Amphibalanus eburneus
Amphibalanus improvisus
Ampithoe valida
Anas bahamensis
Anas capensis
Anas cyanoptera
Anas flavirostris
Anas georgica
Anas platyrhynchos
Anas poecilorhyncha
Anas rhynchotis
Anas sibilatrix
Anas versicolor
Anguillicoloides crassus
Anomia ephippium
Anotrichium furcellatum
Anser anser
Anser canagicus
Anser cygnoides
Anser fabalis
Anser indicus
Anser middendorffii
Antithamnionella spirographidis
Antithamnionella ternifolia
Aoroides semicurvatus
Aphanomyces astaci
Aplidium glabrum
Aponogeton distachyos
Arachnidium lacourti
Arcuatula senhousia
Argulus japonicus
Ariomma indicum
Astronotus ocellatus
Atyaephyra desmaresti
Austrominius modestus
Austropotamobius torrentium
Aythya valisineria
Azolla cristata
Azolla filiculoides
Balanus balanus
Balanus glandula
Ballerus sapa
Barentsia matsushimana
Barentsia mutabilis
Barentsia ramosa
Biddulphia longicruris
Biflustra grandicella
Bispira polyomma
Blackfordia virginica
Boccardia proboscidea
Boccardiella hamata
Boccardiella ligerica
Bombina bombina
Bonamia ostreae
Bonnemaisonia hamifera
Botrylloides violaceus
Botryllus schlosseri
Brachionus plicatilis
Branchiobdella kozarovi
Branchiodrilus hortensis
Branchiomma bombyx
Branchiura sowerbyi
Branta canadensis
Branta hutchinsii
Branta sandvicensis
Bucephala islandica
Bugula neritina
Bugulina simplex
Bugulina stolonifera
Bythotrephes brevimanus
Cabomba caroliniana
Cairina moschata
Callinectes sapidus
Calliostoma zizyphinum
Callonetta leucophrys
Calyptraea chinensis
Caprella equilibra
Caprella mutica
Caprella scaura
Carassius auratus
Carassius gibelio
Caspiobdella fadejewi
Caulacanthus okamurae
Celtodoryx ciocalyptoides
Cephalothrix simula
Ceramium botryocarpum
Chaetogaster limnaei
Chalinula loosanoffi
Chelicorophium curvispinum
Chelicorophium robustum
Chelicorophium sowinskyi
Chelydra serpentina
Chenonetta jubata
Cherax quadricarinatus
Chloephaga hybrida
Chloephaga picta
Chloephaga rubidiceps
Chydorus brevilabris
Ciconia abdimii
Cipangopaludina chinensis
Codium fragile
Colaconema dasyae
Colpomenia peregrina
Conchoderma auritum
Conchoderma virgatum
Corambe obscura
Corbicula fluminalis
Corbicula fluminea
Cordylophora caspia
Corella eumyota
Corophium multisetosum
Corynophlaea verruculiformis
Coscinodiscus wailesii
Cotula coronopifolia
Crangonyx pseudogracilis
Craspedacusta sowerbii
Crassicauda boopis
Crassostrea virginica
Crepidula fornicata
Cryptorchestia cavimana
Ctenopharyngodon idella
Cuspidaria cuspidata
Cyanochen cyanoptera
Cygnus atratus
Cygnus buccinator
Cygnus melancoryphus
Cymodoce truncata
Cyprinus carpio
Damasonium alisma
Daphnia ambigua
Daphnia parvula
Dasya baillouviana
Dasya sessilis
Dasysiphonia japonica
Dasysiphonia sp.
Dendrocoelum romanodanubiale
Dendrocygna arborea
Dendrocygna arcuata
Dendrocygna bicolor
Desdemona ornata
Diadumene cincta
Diadumene lineata
Didemnum vexillum
Dikerogammarus haemobaphes
Dikerogammarus villosus
Diplosoma listerianum
Disparalona hamata
Disparalona leei
Dreissena bugensis
Dreissena polymorpha
Dunhevedia crassa
Dynamene bidentata
Echinogammarus ischnus
Echinogammarus trichiatus
Eclipidrilus lacustris
Edwardsia claparedii
Egeria densa
Eichhornia crassipes
Elachista sp.
Eleocharis engelmannii
Eleocharis obtusa
Elodea canadensis
Elodea nuttallii
Ensis leei
Equisetum hyemale
Eriocheir sinensis
