"species_id","species_name"
2549,Aonidiella citrina
2550,Aonidiella orientalis
2551,Aonidiella tinerfensis
2552,Aoplus castaneus
2553,Aoplus defraudator
2554,Aoplus deletus
2555,Aoplus ochropis
2556,Aoplus personatus
2557,Aoplus ruficeps
2558,Aoplus theresae
2559,Aora gracilis
2560,Aora typica
2561,Aoroides semicurvatus
2562,Apaeleticus bellicosus
2563,Apaeleticus haematodus
2564,Apaeleticus inimicus
2565,Apaeleticus mesostictus
2566,Apamea anceps
2567,Apamea aquila
2568,Apamea crenata
2569,Apamea epomidion
2570,Apamea furva
2571,Apamea illyria
2572,Apamea lateritia
2573,Apamea lithoxylaea
2574,Apamea monoglypha
2575,Apamea oblonga
2576,Apamea ophiogramma
2577,Apamea remissa
2578,Apamea scolopacina
2579,Apamea sordens
2580,Apamea sublustris
2581,Apamea unanimis
2582,Apanteles adjunctus
2583,Apanteles agilla
2584,Apanteles albipennis
2585,Apanteles arene
2586,Apanteles arisba
2587,Apanteles ate
2588,Apanteles bicolor
2589,Apanteles breviventris
2590,Apanteles britannicus
2591,Apanteles brunnistigma
2592,Apanteles candidatus
2593,Apanteles carpatus
2594,Apanteles cheles
2595,Apanteles circumscriptus
2596,Apanteles contaminatus
2597,Apanteles corvinus
2598,Apanteles decorus
2599,Apanteles dilectus
2600,Apanteles dorsalis
2601,Apanteles elpis
2602,Apanteles evonymellae
2603,Apanteles faucula
2604,Apanteles gielisi
2605,Apanteles gracilariae
2606,Apanteles immissus
2607,Apanteles imperator
2608,Apanteles infimus
2609,Apanteles lacteicolor
2610,Apanteles lacteipennis
2611,Apanteles lacteus
2612,Apanteles laetus
2613,Apanteles laevigatoides
2614,Apanteles laevigatus
2615,Apanteles lineipes
2616,Apanteles maritimus
2617,Apanteles metacarpalis
2618,Apanteles nanus
2619,Apanteles obscurus
2620,Apanteles parasitellae
2621,Apanteles phaetusa
2622,Apanteles princeps
2623,Apanteles propinquus
2624,Apanteles punctiger
2625,Apanteles ruficornis
2626,Apanteles salalicus
2627,Apanteles sicarius
2628,Apanteles sodalis
2629,Apanteles suevus
2630,Apanteles tedellae
2631,Apanteles ultor
2632,Apanteles validus
2633,Apanteles victor
2634,Apanteles viminetorum
2635,Apanteles xanthostigma
2636,Apatania fimbriata
2637,Apatania muliebris
2638,Apatelacarus brachychaetus
2639,Apatemon gracilis
2640,Apatetris kinkerella
2641,Apatura ilia
2642,Apatura iris
2643,Apechthis compunctor
2644,Apechthis quadridentata
2645,Apechthis rufata
2646,Apeira syringaria
2647,Apelioma restrictum
2648,Aperileptus albipalpus
2649,Aperileptus flavus
2650,Aperileptus impurus
2651,Aperileptus infuscatus
2652,Aperileptus melanopsis
2653,Aperileptus microspilus
2654,Aperileptus plagiatus
2655,Apethymus apicalis
2656,Apethymus cereus
2657,Apethymus filiformis
2658,Apethymus serotinus
2659,Aphaereta cephalotes
2660,Aphaereta debilitata
2661,Aphaereta falcigera
2662,Aphaereta major
2663,Aphaereta minuta
2664,Aphaereta scaptomyzae
2665,Aphaereta stigmaticalis
2666,Aphaereta tenuicornis
2667,Aphaereta vondelparkensis
2668,Aphalara avicularis
2669,Aphalara calthae
2670,Aphalara exilis
2671,Aphalara freji
2672,Aphalara maculipennis
2673,Aphalara polygoni
2674,Aphalara purpurascens
2675,Aphalara ulicis
2676,Aphanistes gliscens
2677,Aphanistes ruficornis
2678,Aphanisticus emarginatus
2679,Aphanisticus pusillus
2680,Aphanogmus compressus
2681,Aphanolaimus aquaticus
2682,Aphanolaimus attentus
2683,Aphanotrigonum annuliferum
2684,Aphanotrigonum beschovskii
2685,Aphanotrigonum brachypterum
2686,Aphanotrigonum fasciella
2687,Aphanotrigonum femorellum
2688,Aphanotrigonum inerme
2689,Aphanotrigonum meijerei
2690,Aphanotrigonum nigripes
2691,Aphanotrigonum trilineatum
2692,Aphantopus hyperantus
2693,Aphanus rolandri
2694,Apharyngostrigea cornu
2695,Aphelacarus acarinus
2696,Aphelenchoides asterocaudatus
2697,Aphelenchoides besseyi
2698,Aphelenchoides bicaudatus
2699,Aphelenchoides blastophthorus
2700,Aphelenchoides composticola
2701,Aphelenchoides fragariae
2702,Aphelenchoides helophilus
2703,Aphelenchoides kuehni
2704,Aphelenchoides limberi
2705,Aphelenchoides parietinus
2706,Aphelenchoides ritzemabosi
2707,Aphelenchoides saprophilus
2708,Aphelenchoides sinodendroni
2709,Aphelia paleana
2710,Aphelia viburnana
2711,Aphelia viburniana
2712,Aphelinus abdominalis
2713,Aphelinus annulipes
2714,Aphelinus asychis
2715,Aphelinus chaonia
2716,Aphelinus humilis
2717,Aphelinus longicornis
2718,Aphelinus mali
2719,Aphelinus subflavescens
2720,Aphelinus varipes
2721,Aphelochaeta marioni
2722,Aphelocheirus aestivalis
2723,Aphelopus atratus
2724,Aphelopus camus
2725,Aphelopus melaleucus
2726,Aphelopus nigriceps
2727,Aphelopus querceus
2728,Aphelopus serratus
2729,Apherusa bispinosa
2730,Apherusa clevei
2731,Apherusa jurinei
2732,Apherusa ovalipes
2733,Aphia minuta
2734,Aphidecta obliterata
2735,Aphidius aquilus
2736,Aphidius asteris
2737,Aphidius avenae
2738,Aphidius colemani
2739,Aphidius eglanteriae
2740,Aphidius ervi
2741,Aphidius funebris
2742,Aphidius hieraciorum
2743,Aphidius hortensis
2744,Aphidius matricariae
2745,Aphidius microlophii
2746,Aphidius phalangomyzi
2747,Aphidius restrictus
2748,Aphidius rhopalosiphi
2749,Aphidius ribis
2750,Aphidius rosae
2751,Aphidius salicis
2752,Aphidius smithi
2753,Aphidius sonchi
2754,Aphidius urticae
2755,Aphidius uzbekistanicus
2756,Aphidoletes aphidimyza
2757,Aphidoletes urticaria
2758,Aphidoletes urticariae
2759,Aphileta misera
2760,Aphis acanthoidis
2761,Aphis acetosae
2762,Aphis aurantii
2763,Aphis brunellae
2764,Aphis callunae
2765,Aphis craccae
2766,Aphis craccivora
2767,Aphis cytisorum
2768,Aphis epilobiaria
2769,Aphis etiolata
2770,Aphis euphorbiae
2771,Aphis fabae
2772,Aphis frangulae
2773,Aphis genistae
2774,Aphis gossypii
2775,Aphis grossulariae
2776,Aphis hederae
2777,Aphis helianthemi
2778,Aphis hieracii
2779,Aphis holoenotherae
2780,Aphis hypochoeridis
2781,Aphis idaei
2782,Aphis ilicis
2783,Aphis intybi
2784,Aphis jacobaeae
2785,Aphis kaltenbachi
2786,Aphis korshunovi
2787,Aphis lamiorum
2788,Aphis lindae
2789,Aphis longirostrata
2790,Aphis lotiradicis
2791,Aphis nasturtii
2792,Aphis nerii
2793,Aphis newtoni
2794,Aphis origani
2795,Aphis pilosellae
2796,Aphis podagrariae
2797,Aphis polygonata
2798,Aphis pomi
2799,Aphis praeterita
2800,Aphis psammophila
2801,Aphis pseudocytisorum
2802,Aphis ruborum
2803,Aphis rumicis
2804,Aphis salicariae
2805,Aphis sambuci
2806,Aphis schneideri
2807,Aphis spiraecola
2808,Aphis symphyti
2809,Aphis thalictri
2810,Aphis tormentillae
2811,Aphis triglochinis
2812,Aphis ulicis
2813,Aphis ulmariae
2814,Aphis umbrella
2815,Aphis urticata
2816,Aphis vaccinii
2817,Aphis vandergooti
2818,Aphis verbasci
2819,Aphis viburni
2820,Aphis violae
2821,Aphodanoetus teinophallus
2822,Aphodius arenarius
2823,Aphodius ater
2824,Aphodius borealis
2825,Aphodius brevis
2826,Aphodius coenosus
2827,Aphodius conspurcatus
2828,Aphodius consputus
2829,Aphodius contaminatus
2830,Aphodius corvinus
2831,Aphodius depressus
2832,Aphodius distinctus
2833,Aphodius erraticus
2834,Aphodius fasciatus
2835,Aphodius fimetarius
2836,Aphodius foetens
2837,Aphodius foetidus
2838,Aphodius fossor
2839,Aphodius granarius
2840,Aphodius haemorrhoidalis
2841,Aphodius ictericus
2842,Aphodius lividus
2843,Aphodius luridus
2844,Aphodius maculatus
2845,Aphodius merdarius
2846,Aphodius niger
2847,Aphodius obliteratus
2848,Aphodius paracoenosus
2849,Aphodius paykulli
2850,Aphodius pedellus
2851,Aphodius pictus
2852,Aphodius plagiatus
2853,Aphodius porcus
2854,Aphodius prodromus
2855,Aphodius proximus
2856,Aphodius pubescens
2857,Aphodius punctatosulcatus
2858,Aphodius pusillus
2859,Aphodius quadrimaculatus
2860,Aphodius reyi
2861,Aphodius rufipes
2862,Aphodius rufus
2863,Aphodius satellitius
2864,Aphodius scrofa
2865,Aphodius sordidus
2866,Aphodius sphacelatus
2867,Aphodius sticticus
2868,Aphodius subterraneus
2869,Aphodius tomentosus
2870,Aphodius zenkeri
2871,Aphomia sociella
2872,Aphomia zelleri
2873,Aphorura ambulans
2874,Aphria longilingua
2875,Aphria longirostris
2876,Aphrodes aestuarina
2877,Aphrodes aestuarinus
2878,Aphrodes bicincta
2879,Aphrodes bicinctus
2880,Aphrodes makarovi
2881,Aphrodita aculeata
2882,Aphrodite aculeata
2883,Aphrophora alni
2884,Aphrophora alpina
2885,Aphrophora corticea
2886,Aphrophora costalis
2887,Aphrophora major
2888,Aphrophora pectoralis
2889,Aphrophora salicina
2890,Aphrosylus celtiber
2891,Aphrosylus ferox
2892,Aphthona atrocaerulea
2893,Aphthona atrovirens
2894,Aphthona cyparissiae
2895,Aphthona euphorbiae
2896,Aphthona lutescens
2897,Aphthona nonstriata
2898,Aphthona pygmaea
2899,Aphthona venustula
2900,Aphthona violacea
2901,Aphycus apicalis
2902,Aphytis diaspidis
2903,Aphytis fuscipennis
2904,Apiloscatopse flavicollis
2905,Apiloscatopse flavocincta
2906,Apiloscatopse picea
2907,Apiloscatopse scutellata
2908,Apiomyia bergenstammi
2909,Apion alliariae
2910,Apion cruentatum
2911,Apion curtulum
2912,Apion frumentarium
2913,Apion haematodes
2914,Apion pseudocerdo
2915,Apion rubens
2916,Apion rubiginosum
2917,Apis mellifera
2918,Apistobranchus tullbergi
2919,Aplasta ononaria
2920,Aplexa hypnorum
2921,Aplidium glabrum
2922,Aplocera efformata
2923,Aplocera plagiata
2924,Aplocnemus impressus
2925,Aplocnemus nigricornis
2926,Aploderus caelatus
2927,Aplomya confinis
2928,Aploneura lentisci
2929,Aploparaksis crassirostris
2930,Aploparaksis filum
2931,Aploparaksis furcigera
2932,Aploparaksis parafilum
2933,Aplota palpella
2934,Aplotarsus incanus
2935,Apocatops nigrita
2936,Apocharips trapezoidea
2937,Apocheima hispidaria
2938,Apocnemidocoptes tragicola
2939,Apocorophium lacustre
2940,Apoda limacodes
2941,Apodemopus apodemi
2942,Apodemus flavicollis
2943,Apodemus sylvaticus
2944,Apoderus coryli
2945,Apodesmia aemula
2946,Apodesmia diabolica
2947,Apodesmia irregularis
2948,Apodesmia posticatae
2949,Apodesmia rufipes
2950,Apodesmia saeva
2951,Apodesmia similis
2952,Apodesmia similoides
2953,Apodia bifractella
2954,Apohyale prevosti
2955,Apohyale prevostii
2956,Apolephthisa subincana
2957,Apolochus neapolitanus
2958,Apolygus limbatus
2959,Apolygus lucorum
2960,Apolygus rhamnicola
2961,Apolygus spinolae
2962,Apomyelois bistriatella
2963,Apomyelois ceratoniae
2964,Apophallus donicus
2965,Apophallus muehlingi
2966,Apophua bipunctoria
2967,Apophua cicatricosa
2968,Aporcelaimellus obscurus
2969,Aporcelaimellus obtusicaudatus
2970,Aporcelaimellus paraobtusicaudatus
2971,Aporcelaimellus tritici
2972,Aporcelaimus americanus
2973,Aporcelaimus digiticaudatus
2974,Aporcelaimus eurydorys
2975,Aporcelaimus regius
2976,Aporcelaimus superbus
2977,Aporia crataegi
2978,Aporinellus sexmaculatus
2979,Aporophyla australis
2980,Aporophyla lueneburgensis
2981,Aporophyla lutulenta
2982,Aporophyla nigra
2983,Aporrectodea caliginosa
2984,Aporrectodea cupulifera
2985,Aporrectodea giardi
2986,Aporrectodea icterica
2987,Aporrectodea limicola
2988,Aporrectodea longa
2989,Aporrectodea rosea
2990,Aporrectodea trapezoides
2991,Aporrhais pespelecani
2992,Aporus unicolor
2993,Apostenus fuscus
2994,Apotomis betuletana
2995,Apotomis capreana
2996,Apotomis infida
2997,Apotomis lineana
2998,Apotomis sauciana
2999,Apotomis semifasciana
3000,Apotomis sororculana
3001,Apotomis turbidana
3002,Appendicia truncata
3003,Appendiseta robiniae
3004,Appendisotoma abiskoensis
3005,Apriona germari
3006,Apriona japonica
3007,Apriona rugicollis
3008,Aprionus bidentatus
3009,Aprionus flavidus
3010,Aproaerema anthyllidella
3011,Aproceros leucopoda
3012,Aprosthema fusicorne
3013,Aprosthema melanurum
3014,Aprosthema tarda
3015,Aprostocetus abydenus
3016,Aprostocetus aethiops
3017,Aprostocetus agrus
3018,Aprostocetus amenon
3019,Aprostocetus anodaphus
3020,Aprostocetus aquilus
3021,Aprostocetus arenarius
3022,Aprostocetus arrabonicus
3023,Aprostocetus artemisiae
3024,Aprostocetus arundinis
3025,Aprostocetus aurantiacus
3026,Aprostocetus bruzzonis
3027,Aprostocetus calamarius
3028,Aprostocetus capitigenae
3029,Aprostocetus caudatus
3030,Aprostocetus celtidis
3031,Aprostocetus ciliatus
3032,Aprostocetus citrinus
3033,Aprostocetus clavicornis
3034,Aprostocetus collega
3035,Aprostocetus constrictus
3036,Aprostocetus craneiobiae
3037,Aprostocetus crino
3038,Aprostocetus diversus
3039,Aprostocetus dotus
3040,Aprostocetus elongatus
3041,Aprostocetus emesa
3042,Aprostocetus epicharmus
3043,Aprostocetus epilobiellus
3044,Aprostocetus epilobii
3045,Aprostocetus eriophyes
3046,Aprostocetus escherichi
3047,Aprostocetus eurytomae
3048,Aprostocetus eurytus
3049,Aprostocetus fageti
3050,Aprostocetus forsteri
3051,Aprostocetus fulvipes
3052,Aprostocetus gratus
3053,Aprostocetus leucone
3054,Aprostocetus longicauda
3055,Aprostocetus longiscapus
3056,Aprostocetus luteus
3057,Aprostocetus lycidas
3058,Aprostocetus lysippe
3059,Aprostocetus mandanis
3060,Aprostocetus menius
3061,Aprostocetus meroe
3062,Aprostocetus metra
3063,Aprostocetus minimus
3064,Aprostocetus orythia
3065,Aprostocetus pallipes
3066,Aprostocetus pausiris
3067,Aprostocetus phragmiticola
3068,Aprostocetus planiusculus
3069,Aprostocetus polygoni
3070,Aprostocetus ptarmicae
3071,Aprostocetus pygmaeus
3072,Aprostocetus rhacius
3073,Aprostocetus rhipheus
3074,Aprostocetus rubi
3075,Aprostocetus rubicola
3076,Aprostocetus rufus
3077,Aprostocetus rumicis
3078,Aprostocetus salictorum
3079,Aprostocetus serratularum
3080,Aprostocetus sp.
3081,Aprostocetus spartii
3082,Aprostocetus stenus
3083,Aprostocetus strobilanae
3084,Aprostocetus subanellatus
3085,Aprostocetus suevius
3086,Aprostocetus tanaceticola
3087,Aprostocetus tenuiradialis
3088,Aprostocetus terebrans
3089,Aprostocetus torquentis
3090,Aprostocetus trjapitzini
3091,Aprostocetus tymber
3092,Aprostocetus venustus
3093,Aprostocetus veronicae
3094,Aprostocetus zosimus
3095,Aprutides guidetti
3096,Apsectrotanypus trifascipennis
3097,Apseudes talpa
3098,Apsilocera verticillata
3099,Apsilops cinctorius
3100,Apterogenum ypsillon
3101,Apteromyia claviventris
3102,Apterona helicoidella
3103,Apteropeda globosa
3104,Apteropeda orbiculata
3105,Apterygida media
3106,Apterygothrips priesneri
3107,Aptesis cretata
3108,Aptesis gravipes
3109,Aptesis improba
3110,Aptesis jejunator
3111,Aptesis nigricollis
3112,Aptesis nigritula
3113,Aptesis nigrocincta
3114,Aptesis orbitalis
3115,Aptesis subguttata
3116,Aptesis terminata
3117,Aptinothrips elegans
3118,Aptinothrips mediterraneus
3119,Aptinothrips rufus
3120,Aptinothrips stylifer
3121,Apus affinis
3122,Apus apus
3123,Apus melba
3124,Apus pacificus
3125,Apus pallidus
3126,Aquanirmus podicipis
3127,Aquarius najas
3128,Aquarius paludum
3129,Aquatides aquaticus
3130,Aquatides intermedius
3131,Aquila adalberti
3132,Aquila chrysaetos
3133,Aquila clanga
3134,Aquila fasciata
3135,Aquila heliaca
3136,Aquila nipalensis
3137,Aquila pennata
3138,Aquila pomarina
3139,Aquiligogus buteonis
3140,Aquiligogus flavescens
3141,Aquiligogus nanus
3142,Ara macao
3143,Arachnidium fibrosum
3144,Arachnidium lacourti
3145,Arachnospila abnormis
3146,Arachnospila alvarabnormis
3147,Arachnospila anceps
3148,Arachnospila ausa
3149,Arachnospila consobrina
3150,Arachnospila fumipennis
3151,Arachnospila fuscomarginata
3152,Arachnospila hedickei
3153,Arachnospila minutula
3154,Arachnospila rufa
3155,Arachnospila silvana
3156,Arachnospila spissa
3157,Arachnospila trivialis
3158,Arachnospila virgilabnormis
3159,Arachnospila wesmaeli
3160,Arachnospila westerlundi
3161,Aradus betulae
3162,Aradus cinnamomeus
3163,Aradus corticalis
3164,Aradus depressus
3165,Aradus signaticornis
3166,Araecerus fasciculatus
3167,Araecerus simulatus
3168,Araeocerus fasciculatus
3169,Araeocerus simulatus
3170,Araeoncus crassiceps
3171,Araeoncus humilis
3172,Araeoncus humillis
3173,Araneus alsine
3174,Araneus angulatus
3175,Araneus diadematus
3176,Araneus marmoreus
3177,Araneus quadratus
3178,Araneus sturmi
3179,Araneus triguttatus
3180,Araniella cucurbitina
3181,Araniella displicata
3182,Araniella inconspicua
3183,Araniella opisthographa
3184,Araniella opistographa
3185,Araschnia levana
3186,Arboridia erecta
3187,Arboridia parvula
3188,Arboridia ribauti
3189,Arboridia velata
3190,Archaeopsylla erinacei
3191,Archanara algae
3192,Archanara dissoluta
3193,Archanara geminipuncta
3194,Archanara neurica
3195,Archanara sparganii
3196,Archaphorura serratotuberculata
3197,Archarius crux
3198,Archarius pyrrhoceras
3199,Archarius salicivorus
3200,Archiboreoiulus pallidus
3201,Archidoris pseudoargus
3202,Archiearis notha
3203,Archiearis parthenias
3204,Archiphthiracarus anonymus
3205,Archips betulana
3206,Archips crataegana
3207,Archips oporana
3208,Archips podana
3209,Archips rosana
3210,Archips xylosteana
3211,Archisotoma besselsi
3212,Archisotoma interstitialis
3213,Archisotoma megalops
3214,Archisotoma pulchella
3215,Archisotoma quadrioculata
3216,Archisotoma theae
3217,Archisotoma vareli
3218,Arcopagia crassa
3219,Arcteonais lomondi
3220,Arctia caja
3221,Arctia festiva
3222,Arctia villica
3223,Arctica islandica
3224,Arctocorisa germari
3225,Arctopelopia barbitarsis
3226,Arctopelopia griseipennis
3227,Arctophila bombiformis
3228,Arctophila fulva
3229,Arctophila mussitans
3230,Arctophila superbiens
3231,Arctornis l-nigrum
3232,Arctosa cinerea
3233,Arctosa figurata
3234,Arctosa leopardus
3235,Arctosa lutetiana
3236,Arctosa perita
3237,Arctoseius bicuspidatus
3238,Arctoseius bispinatus
3239,Arctoseius cetratus
3240,Arctoseius erlangensis
3241,Arctoseius halophilus
3242,Arctoseius insignis
3243,Arctoseius limburgensis
3244,Arctoseius minutus
3245,Arctoseius pannonicus
3246,Arctoseius pristinus
3247,Arctoseius sellnicki
3248,Arctoseius semiscissus
3249,Arctoseius venustulus
3250,Arcuatula senhousia
3251,Ardea alba
3252,Ardea cinerea
3253,Ardea purpurea
3254,Ardeicola ardeae
3255,Ardeicola ciconiae
3256,Ardeicola leucoproctus
3257,Ardeicola plataleae
3258,Ardeicola stellaris
3259,Ardeiphagus sulcatus
3260,Ardeiphilus trochioxus
3261,Ardeola ralloides
3262,Ardis bipunctata
3263,Ardis brunniventris
3264,Ardis pallipes
3265,Arena tabida
3266,Arenaria interpres
3267,Arenicola defodiens
3268,Arenicola marina
3269,Arenocaris bifida
3270,Arenocoris fallenii
3271,Arenocoris waltlii
3272,Arenosetella germanica
3273,Arenosetella tenuissima
3274,Arenostola phragmitidis
3275,Areopraon pilosum
3276,Arethusana arethusa
3277,Argas reflexus
3278,Argas vespertilionis
3279,Arge berberidis
3280,Arge ciliaris
3281,Arge clavicornis
3282,Arge cyanocrocea
3283,Arge dimidiata
3284,Arge enodis
3285,Arge fuscipes
3286,Arge gracilicornis
3287,Arge melanochra
3288,Arge metallica
3289,Arge nigripes
3290,Arge ochropus
3291,Arge pagana
3292,Arge pullata
3293,Arge rustica
3294,Arge ustulata
3295,Argenna patula
3296,Argenna subnigra
3297,Argentina sphyraena
3298,Argiope bruennichi
3299,Argissa hamatipes
3300,Argogorytes fargeii
3301,Argogorytes mystaceus
3302,Argolamprotes micella
3303,Argulus foliaceus
3304,Argulus japonicus
3305,Argynnis adippe
3306,Argynnis aglaja
3307,Argynnis niobe
3308,Argynnis paphia
3309,Argyra argentata
3310,Argyra argentella
3311,Argyra argentina
3312,Argyra argyria
3313,Argyra atriceps
3314,Argyra confinis
3315,Argyra diaphana
3316,Argyra divergens
3317,Argyra elongata
3318,Argyra grata
3319,Argyra ilonae
3320,Argyra leucocephala
3321,Argyra perplexa
3322,Argyra vestita
3323,Argyresthia abdominalis
3324,Argyresthia albistria
3325,Argyresthia arceuthina
3326,Argyresthia aurulentella
3327,Argyresthia bergiella
3328,Argyresthia bonnetella
3329,Argyresthia brockeella
3330,Argyresthia conjugella
3331,Argyresthia curvella
3332,Argyresthia dilectella
3333,Argyresthia fundella
3334,Argyresthia glabratella
3335,Argyresthia glaucinella
3336,Argyresthia goedartella
3337,Argyresthia illuminatella
3338,Argyresthia laevigatella
3339,Argyresthia praecocella
3340,Argyresthia pruniella
3341,Argyresthia pulchella
3342,Argyresthia pygmaeella
3343,Argyresthia reticulata
3344,Argyresthia retinella
3345,Argyresthia semifusca
3346,Argyresthia semitestacella
3347,Argyresthia sorbiella
3348,Argyresthia spinosella
3349,Argyresthia thuiella
3350,Argyresthia trifasciata
3351,Argyroneta aquatica
3352,Argyroploce arbutella
3353,Argyroploce dalecarliana
3354,Argyroploce externa
3355,Argyrosomus regius
3356,Argyrotaenia ljungiana
3357,Arhopalus ferus
3358,Arhopalus rusticus
3359,Arhopalus tristis
3360,Arhythmorhynchus frassoni
3361,Arhythmorhynchus longicollis
3362,Arianta arbustorum
3363,Aricia agestis
3364,Aricia semiargus
3365,Aricidea cerrutii
3366,Aricidea jeffreysii
3367,Aricidea minuta
3368,Aricidea roberti
3369,Aricidea simonae
3370,Aricidea suecica
3371,Aricidea wassi
3372,Ariomma indicum
3373,Arion circumscriptus
3374,Arion distinctus
3375,Arion fuscus
3376,Arion hortensis
3377,Arion intermedius
3378,Arion lusitanicus
3379,Arion rufus
3380,Arion silvaticus
3381,Arion subfuscus
3382,Arion vulgaris
3383,Aristelix phoenicura
3384,Aristotelia brizella
3385,Aristotelia ericinella
3386,Aristotelia subdecurtella
3387,Arma custos
3388,Armadillidium album
3389,Armadillidium depressum
3390,Armadillidium nasatum
3391,Armadillidium nasutum
3392,Armadillidium opacum
3393,Armadillidium pictum
3394,Armadillidium pulchellum
3395,Armadillidium vulgare
3396,Armadillo officinalis
3397,Arnoglossus laterna
3398,Arnoldiola libera
3399,Arnoldiola quercus
3400,Arocatus longiceps
3401,Arocatus melanocephalus
3402,Arocatus roeselii
3403,Arocephalus longiceps
3404,Arocephalus punctum
3405,Aroga velocella
3406,Aromia bungii
3407,Aromia moschata
3408,Arorathrips mexicanus
3409,Arotes albicinctus
3410,Arpedium quadrum
3411,Arpidiphorus orbiculatus
3412,Arrenurus abbreviator
3413,Arrenurus affinis
3414,Arrenurus albator
3415,Arrenurus batillifer
3416,Arrenurus berolinensis
3417,Arrenurus bicuspidator
3418,Arrenurus bifidicodulus
3419,Arrenurus biscissus
3420,Arrenurus bisulcicodulus
3421,Arrenurus boruzkii
3422,Arrenurus brunsvicensis
3423,Arrenurus bruzelii
3424,Arrenurus buccinator
3425,Arrenurus clavatus
3426,Arrenurus claviger
3427,Arrenurus compactus
3428,Arrenurus coronator
3429,Arrenurus crassicaudatus
3430,Arrenurus curvisetus
3431,Arrenurus cuspidator
3432,Arrenurus cuspidifer
3433,Arrenurus cylindratus
3434,Arrenurus denticulatus
3435,Arrenurus distans
3436,Arrenurus duursemai
3437,Arrenurus falciger
3438,Arrenurus fimbriatus
3439,Arrenurus fontinalis
3440,Arrenurus forpicatus
3441,Arrenurus furcillatus
3442,Arrenurus geminus
3443,Arrenurus globator
3444,Arrenurus inexploratus
3445,Arrenurus integrator
3446,Arrenurus knauthei
3447,Arrenurus latus
3448,Arrenurus leuckarti
3449,Arrenurus maculator
3450,Arrenurus mediorotundatus
3451,Arrenurus membranator
3452,Arrenurus muelleri
3453,Arrenurus nagysalloensis
3454,Arrenurus neumani
3455,Arrenurus nielseni
3456,Arrenurus nobilis
3457,Arrenurus nodosus
3458,Arrenurus novus
3459,Arrenurus octagonus
3460,Arrenurus ornatus
3461,Arrenurus papillator
3462,Arrenurus perforatus
3463,Arrenurus pugionifer
3464,Arrenurus pustulator
3465,Arrenurus radiatus
3466,Arrenurus robustus
3467,Arrenurus schreuderi
3468,Arrenurus sculptus
3469,Arrenurus securiformis
3470,Arrenurus sinuator
3471,Arrenurus spatiosus
3472,Arrenurus stecki
3473,Arrenurus suecicus
3474,Arrenurus tetracyphus
3475,Arrenurus tricuspidator
3476,Arrenurus truncatellus
3477,Arrenurus tubulator
3478,Arrenurus virens
3479,Arrenurus zachariae
3480,Arrenurus zachariasi
3481,Arrhopalites caecus
3482,Arrhopalites cochlearifer
3483,Arrhopalites principalis
3484,Arrhopalites pygmaeus
3485,Arrhopalites sericus
3486,Artemia salina
3487,Arthaldeus arenarius
3488,Arthaldeus pascuellus
3489,Arthaldeus striifrons
3490,Arthrolips nana
3491,Arthrolips obscura
3492,Arthrolytus discoideus
3493,Arthrolytus maculipennis
3494,Arthrolytus ocellus
3495,Arthrolytus slovacus
3496,Arthronothrus biunguiculatus
3497,Arthroplea congener
3498,Arthurdendyus triangulatus
3499,Artianus interstitialis
3500,Arvicola amphibius
3501,Arvicola scherman
3502,Arvicola terrestris
3503,Arytaina genistae
3504,Arytainilla spartiophila
3505,Asagena phalerata
3506,Asaphes suspensus
3507,Asaphes vulgaris
3508,Asaphidion caraboides
3509,Asaphidion curtum
3510,Asaphidion flavipes
3511,Asaphidion pallipes
3512,Asaphidion stierlini
3513,Asbjornsenia pygmaea
3514,Asca affinis
3515,Asca aphidioides
3516,Asca bicornis
3517,Asca nova
3518,Ascaridia columbae
3519,Ascaridia compar
3520,Ascaridia dissimilis
3521,Ascaridia galli
3522,Ascaridia numidae
3523,Ascaridia platyceri
3524,Ascaris castoris
3525,Ascaris lumbricoides
3526,Ascaris suum
3527,Ascarops strongylina
3528,Aschistonyx carpinicola
3529,Aschistonyx carpinicolus
3530,Ascidia mentula
3531,Ascidia virginea
3532,Ascidicola rosea
3533,Ascidiella aspersa
3534,Ascidiella scabra
3535,Asciodema obsoleta
3536,Ascogaster abdominator
3537,Ascogaster annularis
3538,Ascogaster armata
3539,Ascogaster bidentula
3540,Ascogaster brevicornis
3541,Ascogaster canifrons
3542,Ascogaster consobrina
3543,Ascogaster dispar
3544,Ascogaster grahami
3545,Ascogaster klugii
3546,Ascogaster quadridentata
3547,Ascogaster rufidens
3548,Ascogaster rufipes
3549,Ascogaster scabricula
3550,Ascogaster similis
3551,Ascogaster varipes
3552,Ascomorpha agilis
3553,Ascomorpha ecaudis
3554,Ascomorpha ovalis
3555,Ascomorpha saltans
3556,Asecodes congruens
3557,Asecodes lagus
3558,Asecodes lucens
3559,Asecodes turcicus
3560,Asellopsis intermedia
3561,Asellus aquaticus
3562,Asemum striatum
3563,Asilus crabroniformis
3564,Asio flammeus
3565,Asio otus
3566,Asiorestia ferruginea
3567,Asiorestia motschulskii
3568,Asiorestia transversa
3569,Asiraca clavicornis
3570,Asobara fungicola
3571,Asobara rufescens
3572,Asobara tabida
3573,Aspelta aper
3574,Aspelta circinator
3575,Asperogronops inaequalis
3576,Asphondylia baudysi
3577,Asphondylia ervi
3578,Asphondylia mayeri
3579,Asphondylia melanopus
