"synonym_id","species_id","synonym_name","identification_reference"
1051,8155,"Orchestia cavimana","Heller, 1865"
1052,8195,"Cteniopus flavus","Scopoli, 1763"
1053,8196,"Murcia obsoleta","Koch, 1841"
1054,8221,"Ctenolepisma longicaudatum","Escherich, 1905"
1055,8226,"Ctenopelma luteum","Holmgren, 1857"
1056,8226,"Ctenopelma xanthostigmum","Holmgren, 1857"
1057,8236,"Ctenophthalmus bisoctodentatus","Oudemans, 1914"
1058,8236,"Ctenophthalmus heselhausi","Oudemans, 1914"
1059,8238,"Ctenosciara annulata","Meigen, 1818"
1060,8238,"Ctenosciara autumnalis","Winnertz, 1867"
1061,8245,"Cubocephalus lacteator","Gravenhorst, 1829"
1062,8247,"Cuclotogaster cinerea","Nitzsch, 1866"
1063,8248,"Cuclotogaster heterogrammica","Nitzsch, 1866"
1064,8249,"Cuclotogaster heterographa","Nitzsch, 1866"
1065,8259,"Shargacucullia scrophulariae","Denis & Schiffermüller, 1775"
1066,8261,"Shargacucullia verbasci","Linnaeus, 1758"
1067,8276,"Culicoides odibilis","Austen, 1921"
1068,8276,"Culicoides odilis","Austen, 1921"
1069,8278,"Culicoides cubitalis","Edwards, 1939"
1070,8280,"Culicoides pumilus","Winnertz, 1852"
1071,8281,"Culicoides halophilus","Kieffer, 1924"
1072,8283,"Culicoides varius","Winnertz, 1852"
1073,8284,"Culicoides arcuatus","Winnertz, 1852"
1074,8288,"Culicoides punctatidorsum","Kieffer, 1924"
1075,8295,"Culiseta theobaldi","De Meijere, 1911"
1076,8299,"Cultroribula falcata","Evans, 1952"
1077,8299,"Cultroribula szent-ivanovi","Balogh, 1943"
1078,8299,"Cultroribula trifurcata","Jacot, 1939"
1079,8299,"Cultroribula trifurcata","Krivolutski, 1962"
1080,8303,"Cumopsis goodsiri","Van Beneden, 1861"
1081,8310,"Craneioba lawsonianae","De Meijere, 1935"
1082,8310,"Janetiella lawsonianae","De Meijere, 1935"
1083,8310,"Janetiella siskiyou","Felt, 1917"
1084,8319,"Ephistemus exiguus","Erichson, 1846"
1085,8322,"Syncalypta paleata","Erichson, 1846"
1086,8324,"Syncalypta setosa","Waltl, 1838"
1087,8331,"Cuthona concinna","Alder & Hancock, 1843"
1088,8331,"Trinchesia concinna","Alder & Hancock, 1843"
1089,8340,"Aricia semiargus","Rottemburg, 1775"
1090,8340,"Polyommatus semiargus","Rottemburg, 1775"
1091,8341,"Parus caeruleus","Linnaeus, 1758"
1092,8388,"Cyclops furcifer","Claus, 1857"
1093,8393,"Glyphodes perspectalis","Walker, 1859"
1094,8440,"Cicidina trisignata","Dejean, 1822"
1095,8444,"Cylindroiulus teutonicus","Pocock, 1900"
1096,8445,"Cylindroiulus frisius","Verhoeff, 1891"
1097,8447,"Cylindroiulus silvarum","Meinert, 1868"
1098,8469,"Thaumaleus rigidus","Thompsno, 1888"
1099,8470,"Thaumaleus thompsonii","Giesbrecht, 1892"
1100,8471,"Cymbiodyta marginella","Fabricius, 1792"
1101,8493,"Cypha nitida","Palm, 1936"
1102,8493,"Hypocyptus nitidus","Palm, 1936"
1103,8494,"Cypha imitator","Luze, 1902"
1104,8498,"Hypocyptus ovulum","Heer, 1839"
1105,8501,"Cypha hanseni","Palm, 1949"
1106,8536,"Asca affinis","Oudemans, 1902"
1107,8536,"Gamasellus alienus","Hull, 1918"
1108,8536,"Gamasellus brevispinosus","Trägårdh, 1910"
1109,8536,"Gamasellus major","Pintchuk, 1972"
1110,8536,"Gamasellus rubicundus","Hull, 1918"
1111,8536,"Gamasus mucronatus","G. & R.Canestrini, 1881"
1112,8541,"Cystiphora hieracii","Löw, 1874"
1113,8541,"Cystiphora pilosellae","Kieffer, 1892"
1114,8552,"Cytilus auricomus","Duftschmid, 1825"
1115,8553,"Sarcoptes nudus","Vizioli, 1870"
1116,8558,"Longipedia tricalcarata","Trouessart & Neumann, 1888"
1117,8582,"Apatetris kinkerella","Snellen, 1876"
1118,8597,"Hypodamaeus auritus","Koch, 1835"
1119,8597,"Oribata gracilipes","Kulczynski, 1902"
1120,8618,"Daphnia psittacea","Baird, 1850"
1121,8632,"Dasineura arabis","Barnes, 1927"
1122,8636,"Jaapiella bergrothiana","Mik, 1889"
1123,8636,"Jaapiella floriperda","Löw, 1888"
1124,8640,"Dasineura coryli","Rübsaamen, 1912"
1125,8654,"Dasineura jaapiana","Rübsaamen, 1917"
1126,8659,"Dasineura acercrispans","Kieffer, 1888"
1127,8662,"Dasineura flosculorum","Kieffer, 1890"
1128,8668,"Dasineura ignorata","Wachtl, 1884"
1129,8670,"Dasineura myrtilli","Rübsaamen, 1916"
1130,8671,"Dasineura brassicae","Winnertz, 1853"
1131,8680,"Rabdophaga pseudococcus","Thomas, 1890"
1132,8682,"Dasineura filicina","Kieffer, 1889"
1133,8686,"Wachtliella rosarum","Hardy, 1850"
1134,8692,"Dasineura spadica","Roskam, 2009"
1135,8693,"Dasineura galeobdolontis","Winnertz, 1853"
1136,8698,"Dasineura tiliamvolvens","Rübsaamen, 1889"
1137,8699,"Dasineura alni","Löw, 1877"
1138,8703,"Dasineura tubicola","Kieffer, 1889"
1139,8724,"Dasyhelea aestiva","Winnertz, 1852"
1140,8727,"Dasyhelea obscura","Winnertz, 1852"
1141,8730,"Dasyhelea brevitibialis","Goetghebuer, 1919"
1142,8731,"Dasyphora saltuum","Rondani, 1862"
1143,8732,"Dasypoda altercator","Harris, 1776"
1144,8732,"Dasypoda plumipes","Panzer, 1797"
1145,8736,"Dasysyrphus confusus","Egger, 1860"
1146,8744,"Dasysyrphus arcuatus","Fallén, 1817"
1147,8744,"Dasysyrphus lunatus","Meigen, 1822"
1148,8745,"Dasytes aerosus","Kiesenwetter, 1867"
1149,8746,"Dasytes cyaneus","Fabricius, 1775"
1150,8758,"Allopauropus cuenoti","Remy, 1931"
1151,8759,"Allopauropus distinctus","Bagnall, 1936"
1152,8760,"Allopauropus gracilis","Hansen, 1902"
1153,8762,"Allopauropus montidiabolus","Scheller, 2003"
1154,8763,"Allopauropus multiplex","Remy, 1936"
1155,8765,"Allopauropus tenuis","Remy, 1948"
1156,8767,"Allopauropus vulgaris","Hansen, 1902"
1157,8778,"Stenhelia palustris","Brady, 1868"
1158,8780,"Delia arenosa","Zetterstedt, 1845"
1159,8781,"Delia scatophagina","Zetterstedt, 1838"
1160,8783,"Delia elymi","Ringdahl, 1916"
1161,8786,"Delia garbiglietti","Rondani, 1866"
1162,8786,"Delia paralleliventris","Zetterstedt, 1845"
1163,8789,"Delia trichodactyla","Rondani, 1866"
1164,8790,"Delia flavisquama","Stein, 1916"
1165,8792,"Delia insularis","Kuntze, 1894"
1166,8794,"Delia candens","Zetterstedt, 1845"
1167,8796,"Delia pilipyga","Villeneuve, 1917"
1168,8797,"Delia cilicrura","Rondani, 1866"
1169,8797,"Delia fusciceps","Zetterstedt, 1845"
1170,8798,"Delia brassicae","Bouché, 1833"
1171,8799,"Delichon urbica","Linnaeus, 1758"
1172,8815,"Pempeliella dilutella","Denis & Schiffermüller, 1775"
1173,8820,"Protodeltote pygarga","Hufnagel, 1766"
1174,8821,"Lithacodia uncula","Clerck, 1759"
1175,8826,"Demicryptochironomus atriforceps","Goetghebuer, 1928"
1176,8826,"Demicryptochironomus nigrimanus","Staeger, 1839"
1177,8839,"Demoticus plebeius","Fallén, 1810"
1178,8859,"Seius cornutus","Kramer, 1886"
1179,8861,"Digamasellus foveolatus","Leitner, 1949"
1180,8862,"Digamasellus halophilus","Willmann, 1951"
1181,8863,"Digamasellus latior","Leitner, 1949"
1182,8865,"Gamasellus presepum","Berlese, 1918"
1183,8868,"Digamasellus septentrionalis","Sellnick, 1958"
1184,8877,"Dendrocopos medius","Linnaeus, 1758"
1185,8878,"Digamasellus reticulatus","Sheals, 1956"
1186,8885,"Xylodrepa quadrimaculata","Scopoli, 1771"
1187,8893,"Chortodes pygmina","Haworth, 1809"
1188,8908,"Depressaria heraclei","Retzius, 1783"
1189,8923,"Homopys sciurinus","Koch, 1842"
1190,8925,"Acarus gallinae","De Geer, 1778"
1191,8925,"Dermanyssus avium","Dugès, 1834"
1192,8925,"Dermanyssus evotomydis","Evans, 1933"
1193,8926,"Acarus hirundinis","Hermann, 1804"
1194,8929,"Dermatophagoides culinae","De Leon, 1963"
1195,8929,"Dermatophagoides takeuchii","Sasa, 1948"
1196,8929,"Visceroptes takeuchii","Sasa, 1948"
1197,8930,"Mealia toxopei","Oudemans, 1928"
1198,8930,"Metalia pteronyssina","Trouessart, 1897"
1199,8930,"Paralgoides pteronyssoides","Trouessart, 1886"
1200,8930,"Visceroptes satoi","Sasa, 1947"
1201,8944,"Pterolichus parallelilobus","Trouessart, 1886"
1202,8946,"Dero digitata","Müller, 1773"
1203,8947,"Dero dorsalis","Ferronière, 1889"
1204,8948,"Dero nivea","Aiyer, 1929"
1205,8951,"Deroceras panormitanum","Lessona & Pollonera, 1882"
1206,8959,"Chrysocharis viridicoxis","Foerster, 1861"
1207,8961,"Talorchestia deshayesii","Audouin, 1826"
1208,8981,"Onychiurus cebennarius","Gisin, 1956"
1209,8981,"Onychiurus fimetaria","Linnaeus, 1767"
1210,8985,"Deuterosminthurus flavus","Gisin, 1946"
1211,8986,"Deuterosminthurus repandus","Agren, 1903"
1212,8998,"Dexiopsis litoralis","Zetterstedt, 1846"
1213,9043,"Diadumene luciae","Verrill, 1898"
1214,9043,"Haliplanella lineata","Verrill, 1869"
1215,9066,"Diaphorus tripilus","Loew, 1857"
1216,9073,"Oribates picipes","Hull, 1913"
1217,9073,"Sphaerozetes numerosus","Sellnick, 1924"
1218,9098,"Diastata unipunctata","Zetterstedt, 1847"
1219,9102,"Diastata inornata","Loew, 1864"
1220,9136,"Calliteara fascelina","Linnaeus, 1758"
1221,9141,"Dicheirotrichus gustavi","Crotch, 1781"
1222,9183,"Dicraeus bipunctata","Macquart, 1835"
1223,9183,"Dicraeus pallidiventris","Macquart, 1835"
1224,9184,"Dicraeus xanthopygus","Strobl, 1909"
1225,9192,"Dicranomyia ostensackeni","Westhoff, 1882"
1226,9193,"Dicranomyia pilipennis","Egger, 1863"
1227,9198,"Dicranomyia lutea","Meigen, 1818"
1228,9200,"Dicranomyia leucocephala","Meigen, 1818"
1229,9203,"Dicranomyia forcipula","De Meijere, 1918"
1230,9215,"Dicranota longitarsis","Bergroth, 1891"
1231,9223,"Dicrotendipes miriforceps","Kieffer, 1922"
1232,9224,"Dicrotendipes bipartitus","Kieffer, 1915"
1233,9224,"Dicrotendipes brevitibialis","Zetterstedt, 1850"
1234,9224,"Dicrotendipes falciformis","Kieffer, 1912"
1235,9225,"Dicrotendipes rufolineatus","Goetghebuer, 1928"
1236,9227,"Dicrotendipes modestus","Say, 1823"
1237,9273,"Didymomyia reaumuriana","Löw, 1878"
1238,9274,"Dysmachus picipes","Meigen, 1820"
1239,9276,"Cartodere beloni","Reitter, 1882"
1240,9278,"Cartodere costulata","Reitter, 1877"
1241,9282,"Dienerella elongata","Curtis, 1830"
1242,9283,"Tachycines asynamorus","Adelung, 1902"
1243,9288,"Chlorocytus longiscapus","Graham, 1965"
1244,9289,"Diglotta submarina","Fairmaire & Laboulbène, 1856"
1245,9299,"Atheta luteipes","Erichson, 1837"
1246,9300,"Atheta vilis","Erichson, 1837"
1247,9303,"Dilophus vulgaris","Meigen, 1818"
1248,9304,"Dilophus albipennis","Meigen, 1830"
1249,9336,"Staphylinus fossor","Scopoli, 1771"
1250,9340,"Coruna aphidiphagus","Ratzeburg, 1844"
1251,9361,"Phyllodinychus arcuatus","Trägårdh, 1943"
1252,9363,"Dinychus varthismithii","Hüll, 1936"
1253,9363,"Sejus inermis","Koch, 1839"
1254,9367,"Woelkeidinychus woelkei","Hirschmann & Zirngiebl-Nicol, 1969"
1255,9371,"Dioctria reinhardi","Meigen, 1820"
1256,9372,"Dioctria baumhaueri","Meigen, 1820"
1257,9372,"Dioctria flavipes","Meigen, 1804"
1258,9386,"Pagurus pugilator","Roux, 1829"
1259,9397,"Diosassus tenuicornis","Claus, 1863"
1260,9408,"Dioxyna elongatula","Loew, 1844"
1261,9438,"Acarus bifidus","Nitzsch, 1818"
1262,9438,"Analges asternalis","Mégnin, 1877"
1263,9438,"Dermaleichus columbae","Buchholz, 1869"
1264,9438,"Dimorphus bifidus","Nitzsch, 1818"
1265,9438,"Megniniella columbae","Buchholz, 1869"
1266,9474,"Diplonevra sordidipennis","Dufour, 1841"
1267,9476,"Diplonevra abdominalis","Fallén, 1823"
1268,9476,"Diplonevra flexuosa","Egger, 1862"
1269,9476,"Diplonevra florea","Fabricius, 1794"
1270,9476,"Diplonevra palpina","Zetterstedt, 1848"
1271,9476,"Diplonevra sororcula","Van der Wulp, 1871"
1272,9476,"Diplonevra versicolor","Schmitz, 1920"
1273,9477,"Diplonevra rostralis","Schmitz, 1918"
1274,9478,"Diplonevra parcepilosa","Schmitz, 1927"
1275,9479,"Diplonevra distincta","Egger, 1862"
1276,9486,"Diplostichus janithrix","Hartig, 1838"
1277,9486,"Diplostichus tenthredinum","Brauer & von Bergenstamm, 1889"
1278,9503,"Dipolydora caulleryi","Mesnil, 1897"
1279,9503,"Polydora caulleryi","Mesnil, 1897"
1280,9505,"Polydora flava","Claparède, 1870"
1281,9510,"Dipturus flossada","Risso, 1826"
1282,9510,"Dipturus intermedia","Parnell, 1837"
1283,9510,"Raja batis","Linnaeus, 1758"
1284,9530,"Trachyuropoda cordieri","Berlese, 1916"
1285,9531,"Celaeno modesta","Leonardi, 1899"
1286,9531,"Discopoma puella","Berlese, 1910"
1287,9531,"Discourella discopomoides","Berlese, 1910"
1288,9531,"Trachyuropoda bella","Berlese, 1905"
1289,9531,"Trichodinychura eucoma","Willmann, 1951"
1290,9537,"Alonella hamatula","Birge, 1910"
1291,9537,"Phrixura hamata","Birge, 1879"
1292,9538,"Phrixura leei","Chien, 1970"
1293,9539,"Phrixura rostrata","Koch, 1841"
1294,9543,"Damaeosoma tricarinata","Paoli, 1908"
1295,9546,"Protapanteles formosus","Wesmael, 1837"
1296,9550,"Corycaeus anglicus","Lubbock, 1857"
1297,9553,"Ditrichophora albifrons","Meigen, 1830"
1298,9555,"Ditropis flavipes","Signoret, 1865"
1299,9570,"Porricondyla hypoxantha","Panelius, 1965"
1300,9593,"Docosia valida","Winnertz, 1863"
1301,9595,"Dohrniphora chlorogastra","Becker, 1901"
1302,9603,"Dolerus thoracicus","Fallén, 1808"
1303,9617,"Dolerus taeniatus","Zaddach, 1859"
1304,9625,"Dolerus megapterus","Cameron, 1881"
1305,9633,"Dolichocephala oblongopunctata","Dale, 1878"
1306,9634,"Dolichocephala novemguttata","Strobl, 1893"
1307,9637,"Apanteles agilla","Nixon, 1972"
1308,9638,"Apanteles albipennis","Nees, 1834"
1309,9639,"Apanteles ate","Nixon, 1973"
1310,9640,"Apanteles breviventris","Ratzeburg, 1848"
1311,9641,"Apanteles britannicus","Wilkinson, 1941"
1312,9642,"Apanteles cheles","Nixon, 1972"
1313,9643,"Apanteles corvinus","Reinhard, 1880"
1314,9644,"Apanteles decorus","Haliday, 1834"
1315,9645,"Apanteles dilectus","Haliday, 1834"
1316,9646,"Apanteles evonymellae","Bouché, 1834"
1317,9648,"Apanteles faucula","Nixon, 1972"
1318,9649,"Apanteles gracilariae","Wilkinson, 1940"
1319,9650,"Apanteles immissus","Papp, 1977"
1320,9651,"Apanteles imperator","Wilkinson, 1939"
1321,9652,"Apanteles infimus","Haliday, 1834"
1322,9653,"Apanteles lacteicolor","Viereck, 1911"
1323,9654,"Apanteles lacteipennis","Curtis, 1830"
1324,9655,"Apanteles laevigatus","Ratzeburg, 1848"
1325,9656,"Apanteles laevigatoides","Nixon, 1972"
1326,9657,"Apanteles lineipes","Wesmael, 1837"
1327,9659,"Apanteles princeps","Wilkinson, 1941"
1328,9660,"Apanteles propinquus","Papp, 1975"
1329,9661,"Apanteles punctiger","Wesmael, 1837"
1330,9662,"Apanteles sicarius","Marshall, 1885"
1331,9663,"Apanteles ultor","Reinhard, 1880"
1332,9664,"Apanteles victor","Wilkinson, 1941"
1333,9678,"Dolichopeza silvicola","Meigen, 1830"
1334,9678,"Dolichopeza sylvicola","Curtis, 1825"
1335,9696,"Dolichopus latelimbatus","Macquart, 1827"
1336,9703,"Dolichopus confinis","Zetterstedt, 1843"
1337,9704,"Dolichopus discifer","Stannius, 1831"
1338,9706,"Dolichopus notabilis","Zetterstedt, 1843"
1339,9710,"Dolichopus fastuosus","Haliday, 1832"
1340,9712,"Dolichopus pennitarsis","Fallén, 1823"
1341,9714,"Dolichopus aemulus","Loew, 1859"
1342,9717,"Dolichopus argentifer","Loew, 1859"
1343,9725,"Dolichopus aeneus","De Geer, 1976"
1344,9750,"Donacia bicolor","Zschach, 1788"
1345,9757,"Donacia malinowskyi","Ahrens, 1810"
1346,9786,"Archidoris pseudoargus","Rapp, 1827"
1347,9787,"Doros conopseus","Fabricius, 1775"
1348,9841,"Dosinia lupina","Pulteney, 1799"
1349,9842,"Doto coronato","Gmelin, 1791"
1350,9848,"Doto spinnatifida","Montagu, 1804"
1351,9869,"Dreissena rostriformis","Andrusov, 1897"
1352,9888,"Drino inconspicua","Hartig, 1838"
1353,9889,"Drino bimaculata","Hartig, 1838"
1354,9892,"Massalongia aceris","Rübsaamen, 1921"
1355,9902,"Drosophila bilineata","Pomini, 1940"
1356,9903,"Drosophila buscki","Coquillett, 1901"
1357,9904,"Drosophila latestriata","Becker, 1908"
1358,9904,"Drosophila unistriata","Strobl, 1898"
1359,9905,"Drosophila cellaris","Linnaeus, 1758"
1360,9912,"Drosophila lugubris","Duda, 1924"
1361,9913,"Drosophila amelophaga","Loew, 1862"
1362,9913,"Drosophila amelophila","Loew, 1862"
1363,9913,"Drosophila fasciata","Meigen, 1830"
1364,9915,"Drosophila obscuroides","Pomini, 1940"
1365,9917,"Drosophila macularis","Villeneuve, 1921"
1366,9922,"Drosophila silvestris","Basden, 1954"
1367,9925,"Drosophila laeta","Zetterstedt, 1847"
1368,9938,"Drymeia obscura","Meigen, 1826"
1369,9950,"Dendrocopos minor","Linnaeus, 1758"
1370,9959,"Neuroctena analis","Fallén, 1820"
1371,9959,"Neuroctena anilis","Fallén, 1820"
1372,9960,"Dryomyza decrepita","Zetterstedt, 1838"
1373,9961,"Dryomyza flaveola","Fabricius, 1794"
1374,9977,"Dubininia dobrevelikovi","Vassilev, 1958"
1375,9977,"Protalges accipitrinus","Trouessart, 1885"
1376,9979,"Dufourea dejeanii","Lepeletier, 1841"
1377,9979,"Halictoides dentiventris","Nylander, 1848"
1378,9981,"Halictoides inermis","Nylander, 1848"
1379,9982,"Dufourea vulgaris","Schenck, 1861"
1380,10058,"Dynatosoma praeusta","Meigen, 1830"
1381,10061,"Dyopedos monacantha","Metzger, 1875"
1382,10097,"Dyschirius luedersi","Wagner, 1915"
1383,10101,"Dysdera crocota","Koch, 1838"
1384,10108,"Dyspetes praerogator","Thomson, 1883"
1385,10129,"Earomyia viridiana","Meigen, 1826"
1386,10139,"Misumenops tricuspidatus","Fabricius, 1775"
1387,10148,"Eccoptomera excisa","Loew, 1862"
1388,10151,"Ecdyonurus fluminum","Pictet, 1843"
1389,10170,"Chaetogammarus marinus","Leach, 1815"
1390,10170,"Gammarus marinus","Leach, 1815"
1391,10171,"Gammarus obtusatus","Dahl, 1938"
1392,10177,"Dermanyssus arcuatus","Koch, 1839"
1393,10178,"Liponyssus isabellinus","Oudemans, 1913"
1394,10180,"Ichoronyssus soricis","Turk, 1945"
1395,10181,"Hirstionyssus talpae","Zemskaya, 1955"
1396,10194,"Echiodon drummondi","Thompson, 1837"
1397,10212,"Hydrobia ventrosa","Montagu, 1803"
1398,10236,"Paracyclops affinis","Sars, 1863"
1399,10271,"Flabellina pedata","Montagu, 1815"
1400,10274,"Edwardsiana staminata","Ribaut, 1931"
1401,10287,"Edwardsiana hippocastani","Edwards, 1888"
1402,10297,"Oribata edwardsi","Nicolet, 1855"
1403,10301,"Egle muscaria","Fabricius, 1794"
1404,10322,"Chironomus carbonarius","Meigen, 1804"
1405,10323,"Chironomus dissidens","Walker, 1856"
1406,10323,"Einfeldia insolita","Kieffer, 1922"
1407,10324,"Einfeldia latidens","Goetghebuer, 1921"
1408,10325,"Electra crustulenta","Pallas, 1766"
1409,10389,"Tachyura diabrachys","Kolenati, 1845"
1410,10390,"Elaphropus hoemorroidalis","Ponza, 1805"
1411,10426,"Elgiva rufa","Panzer, 1798"
1412,10430,"Elipsocus abietis","Kolbe, 1880"
1413,10430,"Elipsocus westwoodi","McLachlan, 1867"
1414,10431,"Elipsocus pallidus","Jentsch, 1938"
1415,10448,"Elodia cloacellae","Kramer, 1910"
1416,10449,"Elodia tragica","Meigen, 1824"
1417,10450,"Eloeophila marmorata","Meigen, 1818"
1418,10453,"Eloeophila dahlei","Edwards, 1921"
1419,10453,"Eloeophila dalei","Edwards, 1921"
1420,10458,"Eluma caelatum","Miers, 1877"
1421,10458,"Eluma purpurascens","Budde-Lund, 1885"
1422,10468,"Miliaria calandra","Linnaeus, 1758"
1423,10498,"Empis cinerea","Zetterstedt, 1855"
1424,10511,"Empis dasythrix","De Meijere, 1918"
1425,10512,"Empis bilineata","Loew, 1867"
1426,10526,"Empis pennaria","Fallén, 1816"
1427,10526,"Empis vernalis","Meigen, 1822"
1428,10537,"Empis ignota","Meigen, 1830"
1429,10539,"Empis parvula","Egger, 1860"
1430,10540,"Empis nepticula","Loew, 1869"
1431,10542,"Empis stigma","Meigen, 1838"
1432,10543,"Empis plumipes","Zetterstedt, 1842"
1433,10567,"Empria baltica","Conde, 1937"
1434,10570,"Empria klugi","Stephens, 1835"
1435,10580,"Encarsia schoeversi","Smits van Burgst, 1915"
1436,10580,"Encarsia shoeversi","Smits van Burgst, 1915"
1437,10615,"Endochironomus notabilis","Macquart, 1834"
1438,10615,"Synendotendipes lepidus","Meigen, 1830"
1439,10647,"Ochthebius exsculptus","Germar, 1824"
1440,10648,"Ochthebius gibbosus","Germar, 1824"
1441,10651,"Enicospilus tournieri","Vollenhoven, 1879"
1442,10655,"Eniochthonius grandjeani","Van der Hammen, 1952"
1443,10686,"Ensis ensis","Van Urk, 1964"
1444,10687,"Ensis americanus","Gould, 1870"
1445,10687,"Ensis directus","Conrad, 1843"
1446,10688,"Ensis arcuatus","Jeffreys, 1865"
1447,10695,"Derostenus amyclas","Walker, 1839"
1448,10701,"Entedon cinereae","Erdös, 1961"
1449,10701,"Entedon leucogramma","Ratzeburg, 1844"
1450,10716,"Entedon euphorion","Walker, 1839"
1451,10771,"Eosentomon ribagai","Berlese, 1909"
1452,10786,"Tipnus unicolor","Piller & Mitterpacher, 1783"
1453,10788,"Epeolus glacialis","Alfken, 1913"
1454,10789,"Epeolus marginatus","Bischoff, 1930"
1455,10790,"Epeolus rozenburgensis","Van Lith, 1949"
1456,10810,"Chitonophora krieghoffi","Ulmer, 1920"
1457,10810,"Ephemerella krieghoffi","Ulmer, 1920"
1458,10817,"Ephippiger ephippiger","Serville, 1831"
1459,10819,"Polymitarcys virgo","Olivier, 1791"
1460,10842,"Epicrius berlesei","Oudemans, 1939"
1461,10842,"Epicrius mollis","Kramer, 1876"
1462,10842,"Epicrius mollis","Berlese, 1887"
1463,10842,"Gamasus horridus","Kramer, 1876"
1464,10845,"Gamasus mollis","Kramer, 1876"
1465,10843,"Epicriopsis baloghi","Kandil, 1978"
1466,10843,"Epicriopsis langei","Livshits & Mitrofanov, 1975"
1467,10845,"Epicrius geometricus","Canestrini & Fanzago, 1877"
1468,10849,"Bufo calamita","Laurenti, 1768"
1469,10850,"Damaeus glabriseta","Willmann, 1930"
1470,10853,"Epidapus melina","Schmitz, 1915"
1471,10855,"Dermatophagus gallinarum","Fiedberger, 1881"
1472,10855,"Symbiotes avium","Caparini, 1880"
1473,10862,"Epilohmannia verrucosa","Jacot, 1934"
1474,10862,"Lesseria szanisloi","Oudemans, 1917"
1475,10898,"Epiphragma pictum","Fabricius, 1798"
1476,10913,"Epistrophe bifasciatus","Fabricius, 1794"
1477,10913,"Epistrophe trifasciatus","Strobl, 1880"
1478,10916,"Epistrophe melanostomoides","Strobl, 1880"
1479,10918,"Epistrophe similis","Doczkal & Schmid, 1994"
1480,10921,"Meligramma euchroma","Kowarz, 1885"
1481,10937,"Epoicocladius flavens","Malloch, 1915"
1482,10958,"Epuraea abietina","Sahlberg, 1889"
1483,10980,"Eremophila alpestris","Gmelin, 1789"
1484,10982,"Eresus cinnaberinus","Van Hasselt, 1879"
1485,10991,"Eribolus plana","De Meijere, 1918"
1486,10992,"Eribolus leptomyzoides","De Meijere, 1918"
1487,10992,"Eribolus sudeticus","Becker, 1910"
1488,11005,"Epitetracnemus dendripennis","Ratzeburg, 1848"
1489,11005,"Epitetracnemus pictipennis","Six, 1867"
1490,11005,"Epitetracnemus zetterstedti","Westwood, 1837"
1491,11026,"Erigone capra","Simon, 1884"
1492,11038,"Uhleria araucariae","Maskell, 1879"
1493,11040,"Erioconopa ciliaris","Schummel, 1829"
1494,11053,"Eriophyes paderineus","Nalepa, 1909"
1495,11059,"Eriophyes rudis","Nalepa, 1918"
1496,11076,"Erioptera macrophthalma","Loew, 1871"
1497,11077,"Erioptera gemina","Tjeder, 1967"
1498,11082,"Erioptera taenionota","Meigen, 1818"
1499,11083,"Erioptera meyerei","Edwards, 1921"
1500,11094,"Eriothrix lateralis","Fabricius, 1775"
1501,11097,"Eristalinus sepulcralis","Linnaeus, 1758"
1502,11098,"Eristalis lucorum","Meigen, 1838"
1503,11103,"Eristalis lineata","Harris, 1776"
1504,11104,"Eristalis furva","Verrall, 1901"
1505,11106,"Eristalis interrupta","Poda, 1761"
1506,11106,"Eristalis sylvarum","Meigen, 1822"
1507,11107,"Eristalis pseudorupium","Kanervo, 1938"
1508,11107,"Eristalis vitripennis","Strobl, 1893"
1509,11111,"Eristalis pratorum","Meigen, 1822"
1510,11112,"Eristalis campestris","Meigen, 1822"
1511,11112,"Eristalis hortorum","Meigen, 1822"
1512,11116,"Ernestia minor","Nielsen, 1917"
1513,11116,"Ernestia nielseni","Villeneuve, 1921"
1514,11118,"Ernestia strenua","Meigen, 1824"
1515,11123,"Ernobius densicornis","Mulsant & Rey, 1863"
1516,11137,"Erpobdella testacea","Brandes"
1517,11148,"Erycilla rutilla","Rondani, 1859"
1518,11149,"Erynnia nitida","Robineau-Desvoidy, 1830"
1519,11157,"Carpodacus erythrinus","Pallas, 1770"
1520,11160,"Cercion lindenii","Selys, 1840"
1521,11164,"Mocuellus metrius","Flor, 1861"
1522,11185,"Ethiromyia chalybeus","Wiedemann, 1817"
1523,11185,"Hercostomus chalybaeus","Wiedemann, 1817"
1524,11185,"Hercostomus chalybeus","Wiedemann, 1817"
1525,11195,"Thoralus cranchii","Leach, 1817"
1526,11221,"Bosmina coregoni","Baird, 1857"
1527,11222,"Bosmina crassicornis","Lilljeborg, 1887"
1528,11223,"Eubosmina coregoni","Uljanin, 1874"
1529,11224,"Eubosmina coregoni","Schoedler, 1866"
1530,11225,"Bosmina longispina","Leydig, 1860"
1531,11248,"Eucera tuberculata","Fabricius, 1793"
1532,11256,"Opercularella hincksii","Hartlaub, 1897"
1533,11272,"Callistege mi","Clerck, 1759"
1534,11328,"Eudendrium tenellum","Allman, 1877"
1535,11343,"Witlesia pallida","Curtis, 1827"
1536,11355,"Eudorylas fascipes","Zetterstedt, 1844"
1537,11372,"Eremaeus major","Mihelcic, 1953"
1538,11372,"Eremaeus oblongus","Koch, 1836"
1539,11373,"Eremaeus fuguratus","Winkler, 1956"
1540,11373,"Eremaeus granulatus","Mihelcic, 1955"
1541,11375,"Parasitus berlesei","Willmann, 1935"
1542,11377,"Gamasus crassitarsus","Halbert, 1923"
