top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"scientific_name"	"common_name"	"rank"	"nsr_id"	"presence_status"	
"Kermes roboris (Geoffroy in Fourcroy, 1785)"	""	"soort"	"0AHCYFAQDQCM"	"1a"	
"Keroplatus reaumurii (Dufour, 1839)"	""	"soort"	"0AHCYFBHPBSY"	"1a"	
"Keroplatus testaceus (Dalman, 1818)"	""	"soort"	"0AHCYFBHPCTQ"	"1a"	
"Keroplatus tipuloides Bosc, 1792"	""	"soort"	"0AHCYFBHPDUJ"	"1a"	
"Kesselimyia chandleri Vaňhara, 1981"	"Parasolzwambreedvoet"	"soort"	"0M4SDX2LVSAJ"	"1a"	
"Kiefferia pericarpiicola (Bremi, 1847)"	"Scheerlingzaadgalmug"	"soort"	"0AHCYFBDLVUH"	"1a"	
"Kiefferulus tendipediformis (Goetghebuer, 1921)"	""	"soort"	"0AHCYFBENKIC"	"1a"	
"Killigrewia delafondi (Railliet, 1892)"	""	"soort"	"05FCC06448E4"	"1a"	
"Kirbya moerens (Meigen, 1830)"	""	"soort"	"03XWCFYQXGX3"	"1b"	
"Kirchenpaueria halecioides (Alder, 1859)"	"Zeeveertjes"	"soort"	"0AHCYSI11266"	"1a"	
"Kirchenpaueria pinnata (Linnaeus, 1758)"	""	"soort"	"0AHCYSI11265"	"1a"	
"Kishidaia conspicua (Koch, 1866)"	"Viervlekmuisspin"	"soort"	"0AHCYFOOFMEB"	"1a"	
"Kissister minimus (Laporte, 1840)"	""	"soort"	"0AHCYFBUQLLI"	"1a"	
"Kissophagus hederae (Schmitt, 1843)"	""	"soort"	"000000025534"	"1a"	
"Kleemannia pavidus (Koch, 1839)"	""	"soort"	"0AHCYSI10547"	"1a"	
"Kleemannia plumea Oudemans, 1930"	""	"soort"	"0MVPDI3FNNEU"	"1a"	
"Kleemannia plumigera Oudemans, 1930"	""	"soort"	"01SQYZIM1ZZT"	"1a"	
"Kleemannia plumosus (Oudemans, 1902)"	""	"soort"	"05UMOARTYONJ"	"1a"	
"Kleidocerys ericae (Horváth, 1908)"	""	"soort"	"0AHCYSICCOVO"	"1a"	
"Kleidocerys privignus (Horváth, 1894)"	""	"soort"	"0AHCYSICCPWG"	"1a"	
"Kleidocerys resedae (Panzer, 1797)"	"Berkenwants"	"soort"	"0AHCYSICCQWZ"	"1a"	
"Kleidotoma atra Dettmer, 1926"	""	"soort"	"0AHCYSI07808"	"1a"	
"Kleidotoma bicolor (Giraud, 1860)"	""	"soort"	"0AHCYSI07816"	"1a"	
"Kleidotoma brevicatillis Dettmer, 1926"	""	"soort"	"0AHCYSI07817"	"1a"	
"Kleidotoma dolichocera Thomson, 1877"	""	"soort"	"0AHCYSI07819"	"1a"	
"Kleidotoma filicornis Cameron, 1889"	""	"soort"	"0AHCYSI07821"	"1a"	
"Kleidotoma formicaria Kieffer, 1904"	""	"soort"	"0AHCYSI07822"	"1a"	
"Kleidotoma fusca Dettmer, 1926"	""	"soort"	"0AHCYSI07823"	"1a"	
"Kleidotoma hexapla Dettmer, 1926"	""	"soort"	"0AHCYSI07814"	"1a"	
"Kleidotoma laevigata Dettmer, 1926"	""	"soort"	"0AHCYSI07796"	"1a"	
"Kleidotoma marshalli Cameron, 1889"	""	"soort"	"0AHCYSI07787"	"1a"	
"Kleidotoma nigra (Hartig, 1840)"	""	"soort"	"0AHCYSI07789"	"1a"	
"Kleidotoma obliqua Dettmer, 1926"	""	"soort"	"0AHCYSI07790"	"1a"	
"Kleidotoma piceicornis Dettmer, 1926"	""	"soort"	"0AHCYSI07798"	"1a"	
"Kleidotoma pilosalis Weld, 1951"	""	"soort"	"0AHCYSI07791"	"1a"	
"Kleidotoma psiloides Westwood, 1833"	""	"soort"	"0AHCYSI07818"	"1a"	
"Kleidotoma subintegra Kieffer, 1917"	""	"soort"	"0AHCYSI07793"	"1a"	
"Kloosia pusilla (Linnaeus, 1767)"	""	"soort"	"0AHCYFBENMFB"	"1a"	
"Klugia marginata (Meigen, 1824)"	""	"soort"	"0AHCYFBNGIZC"	"3b"	
"Knemidokoptes jamaicensis Turk, 1950"	""	"soort"	"0GP9AV39QD2E"	"1a"	
"Knemidokoptes mutans (Robin & Lanquetin, 1859)"	""	"soort"	"0BPZWOEKS4AE"	"1a"	
"Knemidokoptes pilae Lavoipierre & Griffiths, 1951"	""	"soort"	"0S44Y30W5RQT"	"2c"	
"Knoutsodonta pusilla (Alder & Hancock, 1845)"	"Kleine sterslak"	"soort"	"08K3QU12JU9J"	"0"	
"Kochinema longum Argo & Van den Berg, 1971"	""	"soort"	"0AHCYSI02115"	"1a"	
"Koeniginirmus normifer (Grube, 1851)"	""	"soort"	"029E83334673"	"1a"	
"Koeniginirmus ornatus (Grube, 1851)"	""	"soort"	"0AHCYSI03476"	"1a"	
"Koeniginirmus punctatus (Burmeister, 1838)"	""	"soort"	"0AHCYSI03473"	"3c"	
"Koeniginirmus sellatus (Burmeister, 1838)"	""	"soort"	"0AHCYSI03475"	"1a"	
"Koerneria pararmata (Schneider, 1938)"	""	"soort"	"0AHCYSI02387"	"1a"	
"Kogia breviceps (Blainville, 1838)"	"Dwergpotvis"	"soort"	"000465031988"	"1b"	
"Kolbia quisquiliarum Bertkau, 1882"	""	"soort"	"0AHCYSI01825"	"1a"	
"Kolenohelea calcarata (Goetghebuer, 1920)"	""	"soort"	"0AHCYFBDYRCP"	"1a"	
"Kongsbergia materna Thor, 1899"	""	"soort"	"0AHCYFCPUVOE"	"1a"	
"Korynetes caeruleus (De Geer, 1775)"	"Hamkever"	"soort"	"0AHCYFBSODHS"	"1a"	
"Kosswigianella exigua (Boheman, 1847)"	""	"soort"	"0AHCYFAPVNNY"	"1a"	
"Kowarzia bipunctata (Haliday, 1833)"	""	"soort"	"0AHCYFBGRLBJ"	"1a"	
"Kramerella aprotuberantia Dubinin, 1953"	""	"soort"	"0B7GMIWO4EUL"	"2c"	
"Kramerella flammei (Lönnfors, 1937)"	""	"soort"	"0AHCYSI10075"	"1a"	
"Kramerella lunulata (Haller, 1878)"	""	"soort"	"0AHCYSI10076"	"1a"	
"Kramerella lyra (Canestrini, 1878)"	""	"soort"	"0AHCYSI10077"	"1a"	
"Kramerella sp."	""	"soort"	"07S1XMG6GTDN"	"2c"	
"Krendowskia latissima Piersig, 1895"	""	"soort"	"0AHCYSI10334"	"3a"	
"Krenopelopia binotata (Wiedemann, 1817)"	""	"soort"	"0AHCYFBENNYA"	"1a"	
"Krenopelopia nigropunctata (Staeger, 1839)"	""	"soort"	"0AHCYFBENOYS"	"1a"	
"Krenopsectra fallax Reiss, 1969"	""	"soort"	"0AHCYFBENQVS"	"1a"	
"Kristotomus laetus (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAUYKRA"	"1a"	
"Kristotomus laticeps (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAUYLWE"	"1a"	
"Kristotomus ridibundus (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAUYNBI"	"1a"	
"Kristotomus triangulatorius (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAUYOGM"	"1a"	
"Kroyeria lineata Van Beneden, 1853"	""	"soort"	"01HHQ1XN7HIM"	"1a"	
"Kunstidamaeus tecticola (Michael, 1888)"	""	"soort"	"04QD0KQPYJ99"	"1a"	
"Kurodaia cryptostigmatia (Nitzsch, 1861)"	""	"soort"	"0HN1YJBKTTUR"	"1a"	
"Kurodaia fulvofasciata (Piaget, 1880)"	""	"soort"	"03F5511543C8"	"1a"	
"Kurodaia platyclypeatum (Piaget, 1887)"	""	"soort"	"08WA4VEQMFAH"	"1a"	
"Kurtiella bidentata (Montagu, 1803)"	"Tweetandschelpje"	"soort"	"0AHCYSI11171"	"1a"	
"Kurzia latissima Kurz, 1875"	"Slankstaartalona"	"soort"	"0AHCYSI03792"	"1b"	
"Kuwanaspis pseudoleucaspis (Kuwana, 1923)"	""	"soort"	"0IITTIK2265N"	"2d"	
"Kuzinia laevis (Dujardin, 1849)"	""	"soort"	"0BA8I0OI42R2"	"1a"	
"Kyboasca bipunctata (Oshanin, 1871)"	""	"soort"	"0AHCYFAPLDEA"	"2b"	
"Kybos abstrusus (Linnavuori, 1949)"	""	"soort"	"0IOKNYUSWPDS"	"1a"	
"Kybos betulicola (Wagner, 1955)"	""	"soort"	"0AHCYFAPLEWO"	"3b"	
"Kybos butleri (Edwards, 1908)"	""	"soort"	"0AHCYFAPLFXG"	"1a"	
"Kybos calyculus (Cerutti, 1939)"	""	"soort"	"0XG1RL123M5U"	"1a"	
"Kybos limpidus (Wagner, 1955)"	""	"soort"	"0AHCYFAPLGXZ"	"1a"	
"Kybos lindbergi (Linnavuori, 1951)"	""	"soort"	"0E1B3EDC439E"	"1a"	
"Kybos oshanini (Zachvatkin, 1953)"	""	"soort"	"0AHCYFAPLHYR"	"3b"	
"Kybos populi (Edwards, 1908)"	""	"soort"	"0AHCYFAPLIZJ"	"1a"	
"Kybos rufescens Melichar, 1896"	""	"soort"	"0AHCYFAPLKAC"	"1a"	
"Kybos smaragdula (Fallén, 1806)"	""	"soort"	"0AHCYFAPLLAU"	"1a"	
"Kybos strigilifer (Ossiannilsson, 1941)"	""	"soort"	"0GXJ6CLMVHA9"	"1a"	
"Kybos virgator (Ribaut, 1933)"	""	"soort"	"0AHCYFAPLMBY"	"1a"	
"Kyklioacalles roboris (Curtis, 1835)"	""	"soort"	"0AHCYFBTIBPY"	"1a"	
"Labdia semicoccinea (Stainton, 1859)"	""	"soort"	"0AHCYFCICRAU"	"2d"	
"Labia minor (Linnaeus, 1758)"	"Kleine oorworm"	"soort"	"0AHCYFCBYFOV"	"1a"	
"Labidocera wollastoni (Lubbock, 1857)"	""	"soort"	"0TB2ODY7BEVJ"	"1a"	
"Labidophorus platygaster (Michael, 1886)"	""	"soort"	"04NCA9FC8WV2"	"1a"	
"Labidophorus talpae Kramer, 1877"	""	"soort"	"0WF6OOQLOBLI"	"1a"	
"Labidoplax buskii (McIntosh, 1866)"	""	"soort"	"06YRYK6KPLU3"	"1a"	
"Labidostomis humeralis (Schneider, 1792)"	""	"soort"	"0AHCYFBSEVSC"	"3b"	
"Labidostomis longimana (Linnaeus, 1760)"	"Langpootzakkever"	"soort"	"0AHCYFBSEWTG"	"1a"	
"Labidostomis tridentata (Linnaeus, 1758)"	""	"soort"	"0AHCYFBSEXTY"	"1a"	
"Labidura riparia (Pallas, 1773)"	"Zandoorworm"	"soort"	"0AHCYFCBYAGJ"	"1a"	
"Labigastera forcipata (Meigen, 1824)"	""	"soort"	"0AHCYFBNGLAN"	"1a"	
"Labolips innupta Haliday, 1857"	""	"soort"	"0WBBXEWDK4RP"	"1a"	
"Labrundinia longipalpis (Goetghebuer, 1921)"	""	"soort"	"0AHCYFBENSOF"	"1a"	
"Labrus bergylta Ascanius, 1772"	"Gevlekte lipvis"	"soort"	"000455863974"	"1a"	
"Labulla thoracica (Wider, 1834)"	"Schaduwhangmatspin"	"soort"	"0AHCYFOOJCWF"	"1a"	
"Lacanobia contigua (Denis & Schiffermüller, 1775)"	"Geoogde w-uil"	"soort"	"0AHCYFCLXTKE"	"1a"	
"Lacanobia oleracea (Linnaeus, 1758)"	"Groente-uil"	"soort"	"0AHCYFCLXULI"	"1a"	
"Lacanobia splendens (Hübner, 1808)"	"Moeras-w-uil"	"soort"	"0AHCYFCLXVMB"	"1a"	
"Lacanobia suasa (Denis & Schiffermüller, 1775)"	"Variabele w-uil"	"soort"	"0AHCYFCLXWMT"	"1a"	
"Lacanobia thalassina (Hufnagel, 1766)"	"W-uil"	"soort"	"0AHCYFCLXXNM"	"1a"	
"Lacanobia w-latinum (Hufnagel, 1766)"	"Brede-w-uil"	"soort"	"0AHCYFCLXYOE"	"1a"	
"Laccobius albipes Kuwert, 1890"	""	"soort"	"06058DA14779"	"3b"	
"Laccobius atratus Rottenberg, 1874"	""	"soort"	"0AHCYFBUXQIR"	"1a"	
"Laccobius bipunctatus (Fabricius, 1775)"	""	"soort"	"0AHCYFBUXTKU"	"1a"	
"Laccobius colon (Stephens, 1829)"	""	"soort"	"0AHCYFBUXULM"	"1a"	
"Laccobius minutus (Linnaeus, 1758)"	""	"soort"	"0AHCYFBUXVMF"	"1a"	
"Laccobius obscuratus Rottenberg, 1874"	""	"soort"	"0AHCYFBUXWNJ"	"1a"	
"Laccobius sinuatus Motschulsky, 1849"	""	"soort"	"0AHCYFBUXXOB"	"1a"	
"Laccobius striatulus (Fabricius, 1801)"	""	"soort"	"0AHCYFBUXYOU"	"1a"	
"Laccobius ytenensis Sharp, 1910"	""	"soort"	"0AHCYFBUXSKC"	"1a"	
"Laccophilus hyalinus (De Geer, 1774)"	"Kleine geelrand"	"soort"	"0AHCYFBUDEQI"	"1a"	
"Laccophilus minutus (Linnaeus, 1758)"	""	"soort"	"0AHCYFBUDFRA"	"1a"	
"Laccophilus poecilus Klug, 1834"	""	"soort"	"0AHCYFBUDGWQ"	"1a"	
"Laccornis oblongus (Stephens, 1835)"	""	"soort"	"0AHCYFBUDLIJ"	"1a"	
"Lacerta agilis Linnaeus, 1758"	"Zandhagedis"	"soort"	"000455512248"	"1a"	
"Lacerta bilineata Daudin, 1802"	"Westelijke smaragdhagedis"	"soort"	"0BOHN6GP7YYC"	"2b"	
"Lacerta viridis (Laurenti, 1768)"	"Oostelijke smaragdhagedis"	"soort"	"085W1R9O8ZNA"	"2d"	
"Lachesilla greeni (Pearman, 1933)"	""	"soort"	"0AHCYSI01809"	"3c"	
"Lachesilla pedicularia (Linnaeus, 1758)"	""	"soort"	"0AHCYSI01808"	"1a"	
"Lachesilla quercus (Kolbe, 1880)"	""	"soort"	"0AHCYSI01807"	"1a"	
"Lachnaia sexpunctata (Scopoli, 1763)"	""	"soort"	"0AHCYFBSEZMM"	"1a"	
"Lachnus iliciphilus (Del Guercio, 1909)"	""	"soort"	"00G1SW1WXDVX"	"3b"	
"Lachnus pallipes (Hartig, 1841)"	""	"soort"	"0RKR0L0GCD0U"	"1a"	
"Lachnus roboris (Linnaeus, 1758)"	""	"soort"	"0AF76NHZVKT6"	"1a"	
"Lacinius ephippiatus (Koch, 1835)"	""	"soort"	"0AHCXIYH0054"	"1a"	
"Lacinius horridus (Panzer, 1794)"	""	"soort"	"022D22FC40E3"	"3c"	
"Lacinularia flosculosa (Müller, 1773)"	""	"soort"	"0AHCYSI04838"	"1a"	
"Lacistorhynchus tenuis (van Beneden, 1858)"	""	"soort"	"093F9D984952"	"1a"	
"Lacuna crassior (Montagu, 1803)"	"Grote scheefhoren"	"soort"	"0AIM1YYXREKY"	"1b"	
"Lacuna vincta (Montagu, 1803)"	"Scheefhoren"	"soort"	"08KDKOFFHIE2"	"1a"	
"Lacunovermis macomae (Lebour, 1908)"	""	"soort"	"020F03E04691"	"1a"	
"Laelaps agilis Koch, 1836"	""	"soort"	"0OA0K17B1D7N"	"1a"	
"Laelaps hilaris Koch, 1836"	""	"soort"	"0AHCYSI10553"	"1a"	
"Laelaps muris (Ljungh, 1799)"	""	"soort"	"04KJ23VQIUDR"	"1a"	
"Laelaspis heselhausi Oudemans, 1912"	""	"soort"	"0GVZFLRT2DBX"	"1a"	
"Laelia coenosa (Hübner, 1808)"	"Moerasspinner"	"soort"	"0AHCYSI00126"	"1a"	
"Laelius femoralis (Förster, 1860)"	""	"soort"	"0AHCYFCQGFDV"	"1a"	
"Laelius pedatus Say, 1836"	""	"soort"	"0AHCYFCQGGAB"	"2c"	
"Laemobothrion maximum (Scopoli, 1763)"	""	"soort"	"065C433E4DF5"	"1a"	
"Laemobothrion tinnunculi (Linnaeus, 1758)"	""	"soort"	"0AHCYSI03274"	"1a"	
"Laemophloeus kraussi Ganglbauer, 1897"	""	"soort"	"0UVY4BOWCKC3"	"1a"	
"Laemophloeus monilis (Fabricius, 1787)"	""	"soort"	"0AHCYFBUZVUE"	"1a"	
"Laemostenus terricola (Herbst, 1784)"	"Aardloper"	"soort"	"0AHCYFBRHXSE"	"1a"	
"Laevicardium crassum (Gmelin, 1791)"	"Noorse hartschelp"	"soort"	"0AHCYSI11181"	"1a"	
"Laevides laevis (Thorne, 1939)"	""	"soort"	"0AHCYSI02126"	"1a"	
"Laevides loofi Heyns, 1968"	""	"soort"	"0AHCYSI02131"	"1a"	
"Lafoea dumosa (Fleming, 1820)"	""	"soort"	"0AHCYSI11269"	"1a"	
"Lafoeina tenuis Sars, 1874"	""	"soort"	"0EE503B944A1"	"1a"	
"Lagarotis debitor (Thunberg, 1824)"	""	"soort"	"0AHCYFAUYQHX"	"1a"	
"Lagarotis semicaligata (Gravenhorst, 1820)"	""	"soort"	"0AHCYFAUYRNB"	"1a"	
"Lagenorhynchus acutus (Gray, 1828)"	"Witflankdolfijn"	"soort"	"000465031995"	"1b"	
"Lagenorhynchus albirostris (Gray, 1846)"	"Witsnuitdolfijn"	"soort"	"000465032002"	"1a"	
"Lagis koreni Malmgren, 1866"	"Goudkammetje"	"soort"	"04SHD7GGHII9"	"1a"	
"Lagocheirus araneiformis (Linnaeus, 1767)"	""	"soort"	"023857FD4637"	"2d"	
"Lagopoecus colchicus Emerson, 1949"	""	"soort"	"0B4275D649BF"	"1a"	
"Lagopoecus lyrurus Clay, 1938"	""	"soort"	"0AHCYSI03474"	"1a"	
"Lagopoecus pallidovittatus (Grube, 1851)"	""	"soort"	"01023F8844B2"	"1a"	
"Lagopoecus sinensis (Sugimoto, 1930)"	""	"soort"	"0B85B545469D"	"1a"	
"Lagria atripes Mulsant & Guillebeau, 1855"	""	"soort"	"0AHCYFBVAHPT"	"1a"	
"Lagria hirta (Linnaeus, 1758)"	"Ruigkever"	"soort"	"0AHCYFBVAIQM"	"1a"	
"Lagynodes pallidus (Boheman, 1832)"	""	"soort"	"0TPWNGYG9SEB"	"1a"	
"Lagynodes thoracicus Kieffer, 1906"	""	"soort"	"0XBXSHATY3LR"	"1a"	
"Laimaphelenchus pannocaudus Massey, 1966"	""	"soort"	"0AHCYSI02323"	"1a"	
"Laimaphelenchus penardi (Steiner, 1914)"	""	"soort"	"0AHCYSI02311"	"1a"	
"Laimaphelenchus pini Baujard, 1981"	""	"soort"	"0AHCYSI02312"	"1a"	
"Laimydorus bongersi Loof, 1996"	""	"soort"	"0AHCYSI02071"	"1a"	
"Laimydorus constrictus Loof, 1996"	""	"soort"	"0AHCYSI02077"	"1a"	
"Laimydorus filiformis (Bastian, 1865)"	""	"soort"	"0AHCYSI02081"	"1a"	
"Laimydorus flevensis Loof, 1996"	""	"soort"	"0AHCYSI02076"	"1a"	
"Laimydorus parabastiani (Paetzold, 1958)"	""	"soort"	"0AHCYSI02075"	"1a"	
"Laingia psammae Theobald, 1922"	""	"soort"	"0AHCYSI00811"	"1a"	
"Lamachus coalitorius (Thunberg, 1824)"	""	"soort"	"0AHCYFAUYTOM"	"1a"	
"Lamachus eques (Hartig, 1838)"	""	"soort"	"0AHCYFAUYUTQ"	"1a"	
"Lamachus frutetorum (Hartig, 1838)"	""	"soort"	"0AHCYFAUYVZG"	"1a"	
"Lamachus gelriae Teunissen, 1953"	""	"soort"	"0AHCYFAUYXEK"	"1a"	
"Lamachus transiens (Ratzeburg, 1852)"	""	"soort"	"0AHCYFAUYYJP"	"1a"	
"Lamachus virgultorum (Gravenhorst, 1829)"	""	"soort"	"0AHCYFAUYZOT"	"1a"	
"Lamellaria perspicua (Linnaeus, 1758)"	"Groot glasmuiltje"	"soort"	"060K8W0T14KA"	"1a"	
"Lamennaisia ambigua (Nees, 1834)"	""	"soort"	"0AHCYFAZQLSD"	"1a"	
"Lamia textor (Linnaeus, 1758)"	"Weverboktor"	"soort"	"0AHCYFBRQOVO"	"1a"	
"Laminosioptes cysticola (Vizioli, 1870)"	""	"soort"	"03MU947ZY975"	"1a"	
"Lamna nasus (Bonnaterre, 1788)"	"Haringhaai"	"soort"	"000455863430"	"1b"	
"Lamoria anella (Denis & Schiffermüller, 1775)"	"Witvlekhommelmot"	"soort"	"0AHCYFCMPKXT"	"1b"	
"Lampetra fluviatilis (Linnaeus, 1758)"	"Rivierprik"	"soort"	"000455863437"	"1a"	
"Lampetra planeri (Bloch, 1784)"	"Beekprik"	"soort"	"000455863444"	"1a"	
"Lampides boeticus (Linnaeus, 1767)"	"Tijgerblauwtje"	"soort"	"0AHCYSRJYHNG"	"1b"	
"Lampoterma viride (Thomson, 1876)"	""	"soort"	"0AHCYFBAXLRV"	"1a"	
"Lamprinodes haematopterus (Kraatz, 1857)"	""	"soort"	"0AHCYFBXMNZG"	"1a"	
"Lamprinodes saginatus (Gravenhorst, 1806)"	""	"soort"	"0AHCYFBXMOZY"	"1a"	
"Lamprinus erythropterus (Panzer, 1795)"	""	"soort"	"0AHCYFBXMQWY"	"1a"	
"Lampris guttatus (Brunnich, 1788)"	"Koningsvis"	"soort"	"000455863451"	"1b"	
"Lamprobyrrhulus nitidus (Schaller, 1783)"	""	"soort"	"0AHCYFBQSHNH"	"1a"	
"Lamprochernes nodosus (Schrank, 1803)"	""	"soort"	"0AHCYSI00009"	"1a"	
"Lamprochromus bifasciatus (Macquart, 1827)"	""	"soort"	"0AHCYFBGBSUP"	"1a"	
"Lamprochromus strobli Parent, 1925"	""	"soort"	"0AHCYFBGBUWM"	"1a"	
"Lamprodila beauchenii (Fairmaire, 1889)"	""	"soort"	"08F185504E1D"	"2d"	
"Lamprodila festiva (Linnaeus, 1767)"	""	"soort"	"0Z5AD4J6VQCT"	"2b"	
"Lamprohiza splendidula (Linnaeus, 1767)"	"Kleine glimworm"	"soort"	"0AHCYFBVANYM"	"1a"	
"Lamprolonchaea smaragdi (Walker, 1849)"	""	"soort"	"0AHCYFBIEAGW"	"2"	
"Lampronia capitella (Clerck, 1759)"	"Bessenscheutboorder"	"soort"	"0AHCYFCMKQUJ"	"1a"	
"Lampronia corticella (Linnaeus, 1758)"	"Frambozenscheutboorder"	"soort"	"0AHCYFCMKRQQ"	"1a"	
"Lampronia flavimitrella (Hübner, 1817)"	"Tweebandscheutboorder"	"soort"	"0AHCYFCMKSMW"	"1a"	
"Lampronia fuscatella (Tengström, 1848)"	"Berkenalgmot"	"soort"	"0AHCYFCMKTJD"	"1a"	
"Lampronia luzella (Hübner, 1817)"	"Zwartkopscheutboorder"	"soort"	"0AHCYFCMKUOH"	"1a"	
"Lampronia morosa Zeller, 1852"	"Rozenscheutboorder"	"soort"	"0AHCYFCMKVKO"	"1a"	
"Lamproplax picea (Flor, 1860)"	""	"soort"	"0AHCYSICCTQQ"	"1a"	
"Lamprops fasciatus Sars, 1863"	""	"soort"	"0AHCYSI11610"	"1a"	
"Lampropteryx suffumata (Denis & Schiffermüller, 1775)"	"Fraaie walstrospanner"	"soort"	"0AHCYFCKLEAF"	"1a"	
"Lamproscatella sibilans (Haliday, 1833)"	""	"soort"	"0AHCYFBGWZGM"	"1a"	
"Lamprotatus annularis (Walker, 1833)"	""	"soort"	"0AHCYFBAXNKI"	"1a"	
"Lamprotatus brevicornis Thomson, 1976"	""	"soort"	"0AHCYFBAXOLA"	"1a"	
"Lamprotatus claviger Thomson, 1876"	""	"soort"	"0AHCYFBAXPME"	"1a"	
"Lamprotatus crassipes Thomson, 1876"	""	"soort"	"0AHCYFBAXRNP"	"1a"	
"Lamprotatus novickyi (Delucchi, 1953)"	""	"soort"	"0AHCYFBAXSOI"	"1a"	
"Lamprotatus picinervis Thomson, 1876"	""	"soort"	"0AHCYFBAXTPA"	"1a"	
"Lamprotatus simillimus Delucchi, 1953"	""	"soort"	"0AHCYFBAXUPT"	"1a"	
"Lamprotatus splendens Westwood, 1833"	""	"soort"	"0AHCYFBAXVQL"	"1a"	
"Lamprotatus truncatus (Fonscolombe, 1832)"	""	"soort"	"0AHCYFBAXWRE"	"1a"	
"Lamprotes c-aureum (Knoch, 1781)"	"Akelei-uil"	"soort"	"0AHCYFCLYAGS"	"1a"	
"Lamprotettix nitidulus (Fabricius, 1787)"	""	"soort"	"0AHCYFAPLNUM"	"1a"	
"Lampyris noctiluca (Linnaeus, 1758)"	"Grote glimworm"	"soort"	"000623366681"	"1a"	
"Lamyctes coeculus (Brölemann, 1889)"	""	"soort"	"000000025230"	"2b"	
"Lamyctes emarginatus (Newport, 1844)"	"Eenoogje"	"soort"	"0AHCYFAOLIKD"	"1a"	
"Langelandia anophthalma Aubé, 1842"	""	"soort"	"0AHCYFBSTANF"	"1a"	
"Lanice conchilega (Pallas, 1766)"	"Schelpkokerworm"	"soort"	"0AHCYSI11719"	"1a"	
"Lanius collurio Linnaeus, 1758"	"Grauwe klauwier"	"soort"	"000464941255"	"1a"	
"Lanius cristatus Linnaeus, 1758"	"Bruine klauwier"	"soort"	"005HMD6ZIZIA"	"1b"	
"Lanius excubitor Linnaeus, 1758"	"Klapekster"	"soort"	"000464942460"	"1a"	
"Lanius isabellinus Hemprich & Ehrenberg, 1833"	"Daurische klauwier"	"soort"	"000464945770"	"1b"	
"Lanius lahtora (Cassin, 1852)"	"Aziatische klapekster"	"soort"	"0AHCYFCORQRB"	"1b"	
"Lanius minor Gmelin, 1788"	"Kleine klapekster"	"soort"	"000464943668"	"1b"	
"Lanius nubicus Lichtenstein, 1823"	"Maskerklauwier"	"soort"	"0R5VNY1JXWNY"	"1b"	
"Lanius phoenicuroides (Schalow, 1875)"	"Turkestaanse klauwier"	"soort"	"0AHCYFCORRWR"	"1b"	
"Lanius schach Linnaeus, 1758"	"Langstaartklauwier"	"soort"	"028EEF824057"	"1b"	
"Lanius senator Linnaeus, 1758"	"Roodkopklauwier"	"soort"	"000464943682"	"1a"	
"Laodelphax striatellus (Fallén, 1826)"	""	"soort"	"0AHCYFAPVPGX"	"1b"	
"Laodicea undulata (Forbes & Goodsir, 1853)"	""	"soort"	"016NMYKEUZE8"	"1a"	
"Laomedea angulata Hincks, 1861"	""	"soort"	"0AHCYSI11302"	"1a"	
"Laomedea calceolifera (Hincks, 1871)"	""	"soort"	"0AHCYSI11303"	"3c"	
"Laomedea exigua Sars, 1857"	""	"soort"	"06357AA74B2D"	"1b"	
"Laomedea flexuosa Alder, 1857"	"Bochtige klokpoliep"	"soort"	"0AHCYSI11304"	"1a"	
"Laomedea neglecta Alder, 1856"	""	"soort"	"0AHCYSI11305"	"1a"	
"Laonice bahusiensis Söderström, 1920"	""	"soort"	"073WCSO4KHYH"	"1a"	
"Laonice cirrata (Sars, 1851)"	""	"soort"	"0ZIA80WQHRWH"	"4"	
"Laonome calida Capa, 2007"	""	"soort"	"01191CFC40D2"	"2c"	
"Laophonte curticauda Brady, 1880"	""	"soort"	"0ORWAE3TJ3WA"	"3a"	
"Laophonte elongata Boeck, 1873"	""	"soort"	"0V6T1ARZJ6KL"	"1a"	
"Laothoe populi (Linnaeus, 1758)"	"Populierenpijlstaart"	"soort"	"0AHCYFCMUQEY"	"1a"	
"Laotris striatula (Haliday, 1839)"	""	"soort"	"0AHCYFASGPKE"	"1a"	
"Laphria flava (Linnaeus, 1761)"	"Gele hommelroofvlieg"	"soort"	"000457186646"	"1a"	
"Larca lata (Hansen, 1884)"	""	"soort"	"0AHCYSI00018"	"1a"	
"Larentia clavaria (Haworth, 1809)"	"Malvabandspanner"	"soort"	"0AHCYFCKLGBQ"	"1a"	
"Laricobius erichsonii Rosenhauer, 1846"	""	"soort"	"0AHCYFBTXRQJ"	"1a"	
"Larinioides cornutus (Clerck, 1757)"	"Rietkruisspin"	"soort"	"0AHCYFOOCXVB"	"1a"	
"Larinioides ixobolus (Thorell, 1873)"	""	"soort"	"0AHCYFOOCYIW"	"1a"	
"Larinioides patagiatus (Clerck, 1757)"	"Vale wielwebspin"	"soort"	"0AHCYFOOCYWR"	"1a"	
