top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"synonym"	"type_synonym"	"language"	"taxon"	"taxon_nsr_id"	"rank"	
"Zwarte ruiter"	"isPreferredNameOf"	"Dutch"	"Tringa erythropus (Pallas, 1764)"	"000464943361"	
"Kleine geelpootruiter"	"isPreferredNameOf"	"Dutch"	"Tringa flavipes (Gmelin, 1789)"	"000464943347"	
"Bosruiter"	"isPreferredNameOf"	"Dutch"	"Tringa glareola Linnaeus, 1758"	"000464943064"	
"Grote geelpootruiter"	"isPreferredNameOf"	"Dutch"	"Tringa melanoleuca (Gmelin, 1789)"	"000464943071"	
"Groenpootruiter"	"isPreferredNameOf"	"Dutch"	"Tringa nebularia (Gunnerus, 1767)"	"000464943078"	
"Witgat"	"isPreferredNameOf"	"Dutch"	"Tringa ochropus Linnaeus, 1758"	"000464943085"	
"Amerikaanse bosruiter"	"isPreferredNameOf"	"Dutch"	"Tringa solitaria Wilson, 1813"	"05A0A6E445C0"	
"Poelruiter"	"isPreferredNameOf"	"Dutch"	"Tringa stagnatilis (Bechstein, 1803)"	"000464943092"	
"Tureluur"	"isPreferredNameOf"	"Dutch"	"Tringa totanus (Linnaeus, 1758)"	"000464943099"	
"Oranje wortelboorder"	"isPreferredNameOf"	"Dutch"	"Triodia sylvina (Linnaeus, 1761)"	"0AHCYFCLCNHR"	
"Leemkieuwpootkreeft"	"isPreferredNameOf"	"Dutch"	"Triops cancriformis (Bosc, 1801)"	"0AHCYSI03855"	
"Peenbladvlo"	"isPreferredNameOf"	"Dutch"	"Trioza apicalis Foerster, 1848"	"0A54FEC346D3"	
"Spoorbloemvlo"	"isPreferredNameOf"	"Dutch"	"Trioza centranthi (Vallot, 1829)"	"0AHCYSI01381"	
"Hoornbloembladvlo"	"isPreferredNameOf"	"Dutch"	"Trioza cerastii (Linnaeus, 1758)"	"0AHCYSI01382"	
"Leeuwentandbladvlo"	"isPreferredNameOf"	"Dutch"	"Trioza dispar Löw, 1878"	"0AHCYSI01384"	
"Zevenbladvlo"	"isPreferredNameOf"	"Dutch"	"Trioza flavipennis Foerster, 1848"	"0AB6E2A84E49"	
"Eikenbladvlo"	"isPreferredNameOf"	"Dutch"	"Trioza remota Foerster, 1848"	"0AHCYSI00765"	
"Brandnetelvlo"	"isPreferredNameOf"	"Dutch"	"Trioza urticae (Linnaeus, 1758)"	"0AHCYSI01373"	
"Walstrobladvlo"	"isPreferredNameOf"	"Dutch"	"Trioza velutina Foerster, 1848"	"0C5049F24977"	
"Triphleba radiosetosa (Schmitz, 1918)"	"isSynonymOf"	"Scientific"	"Triphleba aprilina (Schmitz, 1918)"	"0AHCYFBKBJVJ"	
"Triphleba uncinata (Schmitz, 1918)"	"isSynonymOf"	"Scientific"	"Triphleba bicornuta (Strobl, 1910)"	"0AHCYFBKBLWU"	
"Triphleba unicalcarata (Becker, 1901)"	"isSynonymOf"	"Scientific"	"Triphleba distinguenda (Strobl, 1892)"	"0AHCYFBKBOYY"	
"Triphleba pauciseta (Schmitz, 1918)"	"isSynonymOf"	"Scientific"	"Triphleba dudai (Schmitz, 1918)"	"0AHCYFBKBPZQ"	
"Triphleba octobris (Schmitz, 1921)"	"isSynonymOf"	"Scientific"	"Triphleba excisa (Lundbeck, 1921)"	"0AHCYFBKBRAI"	
"Triphleba perennis (Meigen, 1838)"	"isSynonymOf"	"Scientific"	"Triphleba hyalinata (Meigen, 1830)"	"0AHCYFBKBTBT"	
"Triphleba sublugubris (Wood, 1906)"	"isSynonymOf"	"Scientific"	"Triphleba lugubris (Meigen, 1830)"	"0AHCYFBKBXFB"	
"Triphleba similis (Lundbeck, 1921)"	"isSynonymOf"	"Scientific"	"Triphleba luteifemorata (Wood, 1906)"	"0AHCYFBKBYFT"	
"Triphleba novembrina Schmitz, 1943"	"isSynonymOf"	"Scientific"	"Triphleba nivalis (Rondani, 1856)"	"0AHCYFBKCAHE"	
"Triphleba nigricornis (Egger, 1862)"	"isSynonymOf"	"Scientific"	"Triphleba opaca (Meigen, 1830)"	"0AHCYFBKCEKA"	
"Grote boomspanner"	"isPreferredNameOf"	"Dutch"	"Triphosa dubitata (Linnaeus, 1758)"	"0AHCYFCKTGKI"	
"Dermaleichus vanelli Canestrini, 1878"	"isBasionymOf"	"Scientific"	"Triphyllochaeta vanelli (Canestrini, 1878)"	"0AHCYSI10096"	
"Glanzende tonderkever"	"isPreferredNameOf"	"Dutch"	"Triplax russica (Linnaeus, 1758)"	"0AHCYFBUKRBZ"	
"Geellijnsnuituil"	"isPreferredNameOf"	"Dutch"	"Trisateles emortualis (Denis & Schiffermüller, 1775)"	"0AHCYFCMGMYI"	
"Jeneverbesrondknopmijt"	"isPreferredNameOf"	"Dutch"	"Trisetacus juniperinus (Nalepa, 1911)"	"0J21DBKSWABT"	
"Lorkmijt"	"isPreferredNameOf"	"Dutch"	"Trisetacus laricis (Tubeuf, 1897)"	"0SYZGC2L1BAM"	
"Dennenrondknopmijt"	"isPreferredNameOf"	"Dutch"	"Trisetacus pini (Nalepa, 1887)"	"0AHCYSI10227"	
"Jeneverbesmijt"	"isPreferredNameOf"	"Dutch"	"Trisetacus quadrisetus (Thomas, 1889)"	"0WYN4667ZB67"	
"Kever"	"isPreferredNameOf"	"Dutch"	"Trisopterus esmarkii (Nilsson, 1855)"	"000455864497"	
"Trisopterus esmarki (Nilsson, 1855)"	"isMisspelledNameOf"	"Scientific"	"Trisopterus esmarkii (Nilsson, 1855)"	"000455864497"	
"Steenbolk"	"isPreferredNameOf"	"Dutch"	"Trisopterus luscus (Linnaeus, 1758)"	"000455863786"	
"Dwergbolk"	"isPreferredNameOf"	"Dutch"	"Trisopterus minutus (Linnaeus, 1758)"	"000455863793"	
"Trissopelopia longimana (Stæger, 1839)"	"isSynonymOf"	"Scientific"	"Trissopelopia longimanus (Stæger, 1839)"	"0AHCYFBFCZMH"	
"Tritegeus bifidatus (Nicolet, 1855)"	"isSynonymOf"	"Scientific"	"Tritegeus bisulcatus (Nicolet, 1855)"	"0AHCYSI10370"	
"Nassarius incrassatus (Ström, 1768)"	"isSynonymOf"	"Scientific"	"Tritia incrassatus (Ström, 1768)"	"0AHCYSI11342"	
"Verdikte fuikhoren"	"isPreferredNameOf"	"Dutch"	"Tritia incrassatus (Ström, 1768)"	"0AHCYSI11342"	
"Kleine fuikhoren"	"isPreferredNameOf"	"Dutch"	"Tritia pygmaeus (Lamarck, 1822)"	"0AHCYSI11343"	
"Nassarius pygmaeus (Lamarck, 1822)"	"isSynonymOf"	"Scientific"	"Tritia pygmaeus (Lamarck, 1822)"	"0AHCYSI11343"	
"Gevlochten fuikhoren"	"isPreferredNameOf"	"Dutch"	"Tritia reticulatus (Linnaeus, 1758)"	"0AHCYSI11039"	
"Nassarius reticulatus (Linnaeus, 1758)"	"isSynonymOf"	"Scientific"	"Tritia reticulatus (Linnaeus, 1758)"	"0AHCYSI11039"	
"Molkreeftmosdiertje"	"isPreferredNameOf"	"Dutch"	"Triticella flava Dalyell, 1848"	"08654F274237"	
"Grote tonderkever"	"isPreferredNameOf"	"Dutch"	"Tritoma bipustulata Fabricius, 1775"	"0AHCYFBUKSQA"	
"Dovenetelgraafwants"	"isPreferredNameOf"	"Dutch"	"Tritomegas bicolor (Linnaeus, 1758)"	"0AHCYSIBZCZJ"	
"Ballotegraafwants"	"isPreferredNameOf"	"Dutch"	"Tritomegas sexmaculatus (Rambur, 1839)"	"0AHCYSIBZEAC"	
"Grote tritonia"	"isPreferredNameOf"	"Dutch"	"Tritonia hombergii (Cuvier, 1803)"	"0AHCYSI11113"	
"Tritonia hombergi Cuvier, 1803"	"isMisspelledNameOf"	"Scientific"	"Tritonia hombergii (Cuvier, 1803)"	"0AHCYSI11113"	
"Kleine tritonia"	"isPreferredNameOf"	"Dutch"	"Tritonia plebeia Johnston, 1828"	"0AHCYSI11114"	
"Italiaanse kamsalamander"	"isPreferredNameOf"	"Dutch"	"Triturus carnifex Laurenti, 1768"	"0AHCYFBQCHJT"	
"Grote watersalamander"	"isAlternativeNameOf"	"Dutch"	"Triturus cristatus Laurenti, 1768"	"000455511874"	
"Kamsalamander"	"isPreferredNameOf"	"Dutch"	"Triturus cristatus Laurenti, 1768"	"000455511874"	
"Europese kaurie"	"isAlternativeNameOf"	"Dutch"	"Trivia arctica (Pulteney, 1799)"	"0AHCYSI11338"	
"Ongevlekt koffieboontje"	"isPreferredNameOf"	"Dutch"	"Trivia arctica (Pulteney, 1799)"	"0AHCYSI11338"	
"Ribkaurie"	"isAlternativeNameOf"	"Dutch"	"Trivia arctica (Pulteney, 1799)"	"0AHCYSI11338"	
"Gevlekt koffieboontje"	"isPreferredNameOf"	"Dutch"	"Trivia monacha (Da Costa, 1778)"	"0AHCYSI11152"	
"Trixa grisea Meigen, 1824"	"isSynonymOf"	"Scientific"	"Trixa caerulescens Meigen, 1824"	"0AHCYFBNSDOC"	
"Trixa oestroidea (Robineau-Desvoidy, 1830)"	"isSynonymOf"	"Scientific"	"Trixa conspersa (Harris, 1776)"	"0AHCYFBNSETG"	
"Grote nachtwolfspin"	"isPreferredNameOf"	"Dutch"	"Trochosa robusta (Simon, 1876)"	"0AHCYFOOPBFT"	
"Veldnachtwolfspin"	"isPreferredNameOf"	"Dutch"	"Trochosa ruricola (De Geer, 1778)"	"0AHCYFOOPBTO"	
"Gestekelde nachtwolfspin"	"isPreferredNameOf"	"Dutch"	"Trochosa spinipalpis (Cambridge, 1895)"	"0AHCYFOOPCHJ"	
"Gewone nachtwolfspin"	"isPreferredNameOf"	"Dutch"	"Trochosa terricola Thorell, 1856"	"0AHCYFOOPCVP"	
"Haarslak"	"isPreferredNameOf"	"Dutch"	"Trochulus hispidus (Linnaeus, 1758)"	"0AHCYFEPJGPI"	
"Trichia hispida (Linnaeus, 1758)"	"isSynonymOf"	"Scientific"	"Trochulus hispidus (Linnaeus, 1758)"	"0AHCYFEPJGPI"	
"Rosse haarslak"	"isPreferredNameOf"	"Dutch"	"Trochulus striolatus (Locard, 1888)"	"0AHCYFEPJHQA"	
"Trichia striolata (Locard, 1888)"	"isSynonymOf"	"Scientific"	"Trochulus striolatus (Locard, 1888)"	"0AHCYFEPJHQA"	
"Driebandkever"	"isPreferredNameOf"	"Dutch"	"Trogoderma angustum (Solier, 1849)"	"0AHCYFBTXKGY"	
"Entomotrogus megatomoides (Reitter, 1881)"	"isSynonymOf"	"Scientific"	"Trogoderma megatomoides Reitter, 1881"	"02915CE64E1B"	
"Buikspitsschildwants"	"isPreferredNameOf"	"Dutch"	"Troilus luridus (Fabricius, 1775)"	"0AHCYSICXWMD"	
"Fluweelmijt"	"isPreferredNameOf"	"Dutch"	"Trombidium holosericeum (Linnaeus, 1758)"	"0AHCYSI10035"	
"Geluksspinnetje"	"isAlternativeNameOf"	"Dutch"	"Trombidium holosericeum (Linnaeus, 1758)"	"0AHCYSI10035"	
"Witsnuittor"	"isPreferredNameOf"	"Dutch"	"Tropideres albirostris (Schaller, 1783)"	"0AHCYFBQJEFK"	
"Moeraszweefvlieg"	"isPreferredNameOf"	"Dutch"	"Tropidia scita (Harris, 1780)"	"0AHCYFBMRKCH"	
"Trotteria sarothamni (Kieffer, 1890)"	"isSynonymOf"	"Scientific"	"Trotteria obtusa (Loew, 1845)"	"0AHCYFBDTRMI"	
"Dermaleichus corvinus Koch, 1941"	"isBasionymOf"	"Scientific"	"Trouessartia corvina (Koch, 1941)"	"0AHCYSI10109"	
"Pterocolus corvinus (Koch, 1941)"	"isSynonymOf"	"Scientific"	"Trouessartia corvina (Koch, 1941)"	"0AHCYSI10109"	
"Pteronyssus rosterii Berlese, 1886"	"isBasionymOf"	"Scientific"	"Trouessartia rosterii (Berlese, 1886)"	"02CGLMYENIRJ"	
"Lompenkever"	"isPreferredNameOf"	"Dutch"	"Trox sabulosus (Linnaeus, 1758)"	"0AHCYFBYTBUL"	
"Ruige lompenkever"	"isAlternativeNameOf"	"Dutch"	"Trox scaber (Linnaeus, 1767)"	"0AHCYFBYTCVD"	
"Ruwe beenderknager"	"isPreferredNameOf"	"Dutch"	"Trox scaber (Linnaeus, 1767)"	"0AHCYFBYTCVD"	
"Cilindrische korfslak"	"isPreferredNameOf"	"Dutch"	"Truncatellina cylindrica (Férussac, 1807)"	"000486765986"	
"Cylindrische korfslak"	"isAlternativeNameOf"	"Dutch"	"Truncatellina cylindrica (Férussac, 1807)"	"000486765986"	
"Trypeta hamifera Loew, 1846"	"isSynonymOf"	"Scientific"	"Trypeta immaculata (Macquart, 1835)"	"0AHCYFBNYOOD"	
"Trypetoptera hieracii (Fabricius, 1775)"	"isSynonymOf"	"Scientific"	"Trypetoptera punctulata (Scopoli, 1763)"	"0AHCYFBLKISZ"	
"Orchomene nana (Krøyer, 1846)"	"isSynonymOf"	"Scientific"	"Tryphosa nana (Krøyer, 1846)"	"0AHCYSI11411"	
"Orchomene nanus (Krøyer, 1846)"	"isSynonymSLOf"	"Scientific"	"Tryphosa nana (Krøyer, 1846)"	"0AHCYSI11411"	
"Orchomenella nana (Krøyer, 1846)"	"isSynonymSLOf"	"Scientific"	"Tryphosa nana (Krøyer, 1846)"	"0AHCYSI11411"	
"Tryphosa nanus (Krøyer, 1846)"	"isMisspelledNameOf"	"Scientific"	"Tryphosa nana (Krøyer, 1846)"	"0AHCYSI11411"	
"Xyloterus domesticus (Linnaeus, 1758)"	"isSynonymOf"	"Scientific"	"Trypodendron domesticum (Linnaeus, 1758)"	"0AHCYFBWNDRU"	
"Xyloterus lineatus (Olivier, 1795)"	"isSynonymOf"	"Scientific"	"Trypodendron lineatum (Olivier, 1800)"	"0AHCYFBWNESM"	
"Xyloterus signatus (Fabricius, 1793)"	"isSynonymOf"	"Scientific"	"Trypodendron signatum (Fabricius, 1793)"	"0AHCYFBWNFTF"	
"Trypophloeus asperatus auct."	"isSynonymOf"	"Scientific"	"Trypophloeus binodulus (Ratzeburg, 1837)"	"0AHCYFBWMVLR"	
"Dromedarisluis"	"isPreferredNameOf"	"Dutch"	"Tuberolachnus salignus (Gmelin, 1790)"	"0X1N74SMY21R"	
"Haarloze rivierslingerworm"	"isPreferredNameOf"	"Dutch"	"Tubifex blanchardi Vejdovský, 1891"	"0QT99YHCV2LN"	
"Langborstelslingerworm"	"isPreferredNameOf"	"Dutch"	"Tubifex nerthus Michaelsen, 1908"	"0HYZ9WWT7QQW"	
"Grote kustknobbelworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides benedii (Udekem, 1855)"	"0RLYQVBHDU00"	
"Dwergkustworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides brownae Brinkhurst & Baker, 1979"	"0QG50GN5KJ6T"	
"Kromschedekustworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides diazi Brinkhurst & Baker, 1979"	"0FNGLBE5H5FA"	
"Langstaartkustworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides heterochaetus (Michaelsen, 1926)"	"0AHCYSI11749"	
"Verborgen kustknobbelworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides insularis (Stephenson, 1922)"	"0MHSNZJGY7JO"	
"Zeeuwse kustworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides parapectinatus Brinkhurst, 1985"	"0SFNIEZGC8VA"	
"Gewone kustworm"	"isPreferredNameOf"	"Dutch"	"Tubificoides pseudogaster (Dahl, 1960)"	"0AHCYSI07164"	
"Penneschaft"	"isPreferredNameOf"	"Dutch"	"Tubularia indivisa Linnaeus, 1758"	"0AHCYSI11243"	
"Purper mosdiertje"	"isPreferredNameOf"	"Dutch"	"Tubulipora liliacea (Pallas, 1766)"	"0AHCYSI11463"	
"Melkwit priemhorentje"	"isPreferredNameOf"	"Dutch"	"Turbonilla lactea (Linnaeus, 1758)"	"0AHCYSI11352"	
"Klein priemhorentje"	"isPreferredNameOf"	"Dutch"	"Turbonilla pusilla (Philippi, 1844)"	"0AHCYSI11381"	
"Turdus ruficollis atrogularis Jarocki, 1819"	"isSynonymOf"	"Scientific"	"Turdus atrogularis Jarocki, 1819"	"000464945742"	
"Zwartkeellijster"	"isPreferredNameOf"	"Dutch"	"Turdus atrogularis Jarocki, 1819"	"000464945742"	
"Bruine lijster"	"isPreferredNameOf"	"Dutch"	"Turdus eunomus Temminck, 1831"	"000464945734"	
"Turdus naumanni eunomus Temminck, 1831"	"isSynonymOf"	"Scientific"	"Turdus eunomus Temminck, 1831"	"000464945734"	
"Koperwiek"	"isPreferredNameOf"	"Dutch"	"Turdus iliacus Linnaeus, 1766"	"000464943130"	
"Merel"	"isPreferredNameOf"	"Dutch"	"Turdus merula Linnaeus, 1758"	"000464943137"	
"Zwarte lijster"	"isAlternativeNameOf"	"Dutch"	"Turdus merula Linnaeus, 1758"	"000464943137"	
"Roodborstlijster"	"isPreferredNameOf"	"Dutch"	"Turdus migratorius Linnaeus, 1766"	"0A1F3615406E"	
"Vale lijster"	"isPreferredNameOf"	"Dutch"	"Turdus obscurus Gmelin, 1789"	"000464943249"	
"Zanglijster"	"isPreferredNameOf"	"Dutch"	"Turdus philomelos Brehm, 1831"	"000464943151"	
"Kramsvogel"	"isPreferredNameOf"	"Dutch"	"Turdus pilaris Linnaeus, 1758"	"000464943057"	
"Beflijster"	"isPreferredNameOf"	"Dutch"	"Turdus torquatus Linnaeus, 1758"	"000464943165"	
"Grote lijster"	"isPreferredNameOf"	"Dutch"	"Turdus viscivorus Linnaeus, 1758"	"000464943172"	
"Mistellijster"	"isAlternativeNameOf"	"Dutch"	"Turdus viscivorus Linnaeus, 1758"	"000464943172"	
"Penhoren"	"isPreferredNameOf"	"Dutch"	"Turritella communis Risso, 1826"	"0ZTWXVMJD8X5"	
"Tuimelaar"	"isPreferredNameOf"	"Dutch"	"Tursiops truncatus (Montagu, 1821)"	"000465032241"	
"Tomatenmineermot"	"isPreferredNameOf"	"Dutch"	"Tuta absoluta (Meyrick, 1917)"	"000000020527"	
"Bremsnuitkever"	"isPreferredNameOf"	"Dutch"	"Tychius parallelus (Panzer, 1794)"	"0AHCYFBTUHRP"	
"Fraaie bremsnuittor"	"isAlternativeNameOf"	"Dutch"	"Tychius parallelus (Panzer, 1794)"	"0AHCYFBTUHRP"	
"Fraaie duinsnuittor"	"isAlternativeNameOf"	"Dutch"	"Tychius parallelus (Panzer, 1794)"	"0AHCYFBTUHRP"	
"Klaversnuitkever"	"isPreferredNameOf"	"Dutch"	"Tychius polylineatus (Germar, 1824)"	"0AHCYFBTUJXM"	
"Vijfstippige erwtensnuitkever"	"isPreferredNameOf"	"Dutch"	"Tychius quinquepunctatus (Linnaeus, 1758)"	"0AHCYFBTULYX"	
"Behaarde schimmelkever"	"isPreferredNameOf"	"Dutch"	"Typhaea stercorea (Linnaeus, 1758)"	"0AHCYFBVNMAL"	
"Geelharige zwamkever"	"isAlternativeNameOf"	"Dutch"	"Typhaea stercorea (Linnaeus, 1758)"	"0AHCYFBVNMAL"	
"Harige schimmelkever"	"isAlternativeNameOf"	"Dutch"	"Typhaea stercorea (Linnaeus, 1758)"	"0AHCYFBVNMAL"	
"Driehoorn"	"isAlternativeNameOf"	"Dutch"	"Typhaeus typhoeus (Linnaeus, 1758)"	"0AHCYFBUMHBY"	
"Driehoornige mestkever"	"isAlternativeNameOf"	"Dutch"	"Typhaeus typhoeus (Linnaeus, 1758)"	"0AHCYFBUMHBY"	
"Driehoornmestkever"	"isPreferredNameOf"	"Dutch"	"Typhaeus typhoeus (Linnaeus, 1758)"	"0AHCYFBUMHBY"	
"Drietandmestkever"	"isAlternativeNameOf"	"Dutch"	"Typhaeus typhoeus (Linnaeus, 1758)"	"0AHCYFBUMHBY"	
"Heidedrietand"	"isAlternativeNameOf"	"Dutch"	"Typhaeus typhoeus (Linnaeus, 1758)"	"0AHCYFBUMHBY"	
"Stierkever"	"isAlternativeNameOf"	"Dutch"	"Typhaeus typhoeus (Linnaeus, 1758)"	"0AHCYFBUMHBY"	
"Gevlekte eikecicade"	"isPreferredNameOf"	"Dutch"	"Typhlocyba quercus (Fabricius, 1777)"	"0AHCYFAPRVNN"	
"Amblyseius longulus Berlese, 1914"	"isSynonymOf"	"Scientific"	"Typhlodromips longulus (Berlese, 1914)"	"0RCOY2ETCEKE"	"soort"	
"Typhlodromus truncatus Oudemans, 1905"	"isSynonymOf"	"Scientific"	"Typhlodromips similis (Koch, 1839)"	"073WAQCFJ48A"	"soort"	
"Typhlodromus wainsteini Gomelauri, 1968"	"isSynonymOf"	"Scientific"	"Typhlodromips similis (Koch, 1839)"	"073WAQCFJ48A"	"soort"	
"Zercon similis Koch, 1839"	"isSynonymOf"	"Scientific"	"Typhlodromips similis (Koch, 1839)"	"073WAQCFJ48A"	"soort"	
"Anthoseius oligadenus Athias-Henriot, 1978"	"isSynonymOf"	"Scientific"	"Typhlodromus baccettii Lombardini, 1960"	"0FF0E1984599"	"soort"	
"Typhlodromus helenae Schicha & Dosse, 1974"	"isSynonymOf"	"Scientific"	"Typhlodromus baccettii Lombardini, 1960"	"0FF0E1984599"	"soort"	
"Anthoseius bakeri (Garman, 1948)"	"isSynonymOf"	"Scientific"	"Typhlodromus bakeri (Garman, 1948)"	"0AHCYSI10582"	"soort"	
"Seiulus bakeri Garman, 1948"	"isSynonymOf"	"Scientific"	"Typhlodromus bakeri (Garman, 1948)"	"0AHCYSI10582"	"soort"	
"Anthoseius piceae Karg & Edland, 1987"	"isSynonymOf"	"Scientific"	"Typhlodromus foenilis Oudemans, 1930"	"0AHCYSI10583"	"soort"	
"Mumaseius subalgericus Abbasova, 1970"	"isSynonymOf"	"Scientific"	"Typhlodromus foenilis Oudemans, 1930"	"0AHCYSI10583"	"soort"	
"Typhlodromus cryptus Athias-Henriot, 1960"	"isSynonymOf"	"Scientific"	"Typhlodromus foenilis Oudemans, 1930"	"0AHCYSI10583"	"soort"	
"Anthoseius rhenanus (Oudemans, 1905)"	"isSynonymOf"	"Scientific"	"Typhlodromus rhenanus (Oudemans, 1905)"	"0AHCYSI10584"	
"Seiulus rhenanus Oudemans, 1905"	"isSynonymOf"	"Scientific"	"Typhlodromus rhenanus (Oudemans, 1905)"	"0AHCYSI10584"	"soort"	
"Anthoseius richteri (Karg, 1970)"	"isSynonymOf"	"Scientific"	"Typhlodromus richteri Karg, 1970"	"0AHCYSI10585"	
"Anthoseius verrucosus Wainstein, 1972"	"isSynonymOf"	"Scientific"	"Typhlodromus richteri Karg, 1970"	"0AHCYSI10585"	"soort"	
"Typhlodromus laurentii Ragusa & Swirski, 1978"	"isSynonymOf"	"Scientific"	"Typhlodromus setubali Dosse, 1961"	"0AHCYSI10596"	"subgenus"	
"Typhlodromus exhilaratus Ragusa, 1977"	"isSynonymOf"	"Scientific"	"Typhlodromus tiliae Oudemans, 1929"	"0AHCYSI10597"	"soort"	
"Typhochraestus digitatus (Cambridge, 1872)"	"isMisspelledNameOf"	"Scientific"	"Typhochrestus digitatus (Cambridge, 1872)"	"0AHCYFOOMZLN"	
"Sint-jacobsvlinder"	"isPreferredNameOf"	"Dutch"	"Tyria jacobaeae (Linnaeus, 1758)"	"0AHCYFCHUZLP"	
"Tyroglyphus casei Oudemans, 1910"	"isBasionymOf"	"Scientific"	"Tyrolichus casei (Oudemans, 1910)"	"0UN9FQKDBNC6"	
"Tyrophagus putrescentiae (Schrank) sensu Robertson, 1959"	"isSynonymOf"	"Scientific"	"Tyrophagus fanetzhangorum Klimov & OConnor, 2009"	"0GGX58KM0JUQ"	
"Coelognathus dimidiatus (Hermann, 1804)"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Coelognathus tenuiclavus (Zakhvatkin, 1941)"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyroglyphus (Tyroglyphus dimidiatus Oudemans, 1924"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyroglyphus dimidiatus dimidiatus Oudemans, 1924"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	"vorm"	
"Tyroglyphus dimidiatus longior Oudemans, 1924"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	"vorm"	
"Tyroglyphus dimidiatus Oudemans, 1924"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyroglyphus infestans sensu Nesbitt, 1945 nec Berlese, 1884"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyrophagus dimidiatis var. longior Vitzthum, 1929"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyrophagus dimidiatus humerosus Oudemans, 1924"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	"vorm"	
"Tyrophagus dimidiatus var. humerosus Vitzthum, 1929"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyrophagus dimidiatus var. infestans Vitzthum, 1929"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Tyrophagus tenuiclavus Zakhvatkin, 1941"	"isSynonymOf"	"Scientific"	"Tyrophagus longior Gervais, 1844"	"0SWZQPQDRM3U"	
"Acarus putrescentiae Schrank, 1781"	"isBasionymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Povelsenia neotropicus Oudemans, 1917"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus (Tyroglyphus) putrescentiae Oudemans, 1916"	"isSynonymSLOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus amboinensis Oudemans, 1925"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus americanus Banks, 1906"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus australasiae Oudemans, 1916"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus breviceps Banks, 1906"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus coociphilus Banks, 1906"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus longior var. castellani Hirst, 1912"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyrophagus communis Fan & Zhang, 2007"	"isSynonymOf"	"Scientific"	"Tyrophagus putrescentiae (Schrank, 1781)"	"0QYU9WMK5EOG"	
"Tyroglyphus dimidiatus infestans (Berlese, 1884)"	"isSynonymOf"	"Scientific"	"Tyrophagus similis Volgin, 1949"	"0ZOGOBNGBIEO"	"vorm"	
"Tyrophagus dimidiatus (Hermann, 1804)"	"isSynonymOf"	"Scientific"	"Tyrophagus similis Volgin, 1949"	"0ZOGOBNGBIEO"	
"Tyrophagus humerosus (Oudemans, 1923)"	"isSynonymOf"	"Scientific"	"Tyrophagus similis Volgin, 1949"	"0ZOGOBNGBIEO"	
