processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers	sequenceID	markercode	genbank_accession	nucleotides	trace_ids	trace_names	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
GBPL13957-19	MF398319	9735622		MF398319	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	905665	Strigea sp. DIHM-2017																																	Mexico																									
GBPL14025-19	MF537209	9735690		MF537209	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906362	Strigea robusta																									50.35	7.67							Germany																									
GBPL14026-19	MF537210	9735691		MF537210	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906362	Strigea robusta																									50.35	7.67							Germany																									
GBPL14027-19	MF537211	9735692		MF537211	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906362	Strigea robusta																									50.35	7.67							Germany																									
GBPL14028-19	MF537212	9735693		MF537212	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906362	Strigea robusta																									50.35	7.67							Germany																									
GBPL15038-19	MF628042	9736703		MF628042	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									49.9	18.46							Czech Republic																									
GBPL15039-19	MF628043	9736704		MF628043	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									49.67	18.05							Czech Republic																									
GBPL15040-19	MF628044	9736705		MF628044	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									48.76	16.87							Czech Republic																									
GBPL15041-19	MF628045	9736706		MF628045	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									49.45	17.46							Czech Republic																									
GBPL15042-19	MF628046	9736707		MF628046	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									49.67	18.05							Czech Republic																									
GBPL15043-19	MF628047	9736708		MF628047	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									49.67	18.05							Czech Republic																									
GBPL15044-19	MF628048	9736709		MF628048	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906367	Strigea falconis																									49.67	18.05							Czech Republic																									
GBPL15045-19	MF628067	9736710		MF628067	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906362	Strigea robusta																									53.46	14.67							Poland																									
GBPL15046-19	MF628054	9736711		MF628054	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906368	Strigea sphaerula																									49.27	17.47							Czech Republic																									
GBPL15047-19	MF628049	9736712		MF628049	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906369	Strigea strigis																									48.97	16.52							Czech Republic																									
GBPL15048-19	MF628050	9736713		MF628050	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906369	Strigea strigis																									49.67	18.05							Czech Republic																									
GBPL15049-19	MF628051	9736714		MF628051	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906369	Strigea strigis																									49.67	18.05							Czech Republic																									
GBPL15050-19	MF628052	9736715		MF628052	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906370	Strigea vandenbrokae																									49.95	17.9							Czech Republic																									
GBPL15051-19	MF628053	9736716		MF628053	University of Guelph			5	Platyhelminthes	36	Trematoda	361546	Diplostomida	835	Strigeidae	70391	Strigeinae	281595	Strigea	906370	Strigea vandenbrokae																									49.95	17.9							Czech Republic																									
